country,datetime,demand,ramp,absolute_ramp
Spain,2024-05-11 04:40:00,21630.0,64.0,64.0
Spain,2024-05-11 04:45:00,21374.0,-256.0,256.0
Spain,2024-05-11 04:50:00,21323.0,-51.0,51.0
Spain,2024-05-11 04:55:00,21328.0,5.0,5.0
Spain,2024-05-11 05:00:00,21458.0,130.0,130.0
Spain,2024-05-11 05:05:00,21504.0,46.0,46.0
Spain,2024-05-11 05:10:00,21225.0,-279.0,279.0
Spain,2024-05-11 05:15:00,21358.0,133.0,133.0
Spain,2024-05-11 05:20:00,21360.0,2.0,2.0
Spain,2024-05-11 05:25:00,21426.0,66.0,66.0
Spain,2024-05-11 05:30:00,21447.0,21.0,21.0
Spain,2024-05-11 05:35:00,21472.0,25.0,25.0
Spain,2024-05-11 05:40:00,21112.0,-360.0,360.0
Spain,2024-05-11 05:45:00,21219.0,107.0,107.0
Spain,2024-05-11 05:50:00,21269.0,50.0,50.0
Spain,2024-05-11 05:55:00,21277.0,8.0,8.0
Spain,2024-05-11 06:00:00,21388.0,111.0,111.0
Spain,2024-05-11 06:05:00,21527.0,139.0,139.0
Spain,2024-05-11 06:10:00,21899.0,372.0,372.0
Spain,2024-05-11 06:15:00,21755.0,-144.0,144.0
Spain,2024-05-11 06:20:00,21743.0,-12.0,12.0
Spain,2024-05-11 06:25:00,21778.0,35.0,35.0
Spain,2024-05-11 06:30:00,21685.0,-93.0,93.0
Spain,2024-05-11 06:35:00,21888.0,203.0,203.0
Spain,2024-05-11 06:40:00,21754.0,-134.0,134.0
Spain,2024-05-11 06:45:00,21943.0,189.0,189.0
Spain,2024-05-11 06:50:00,21979.0,36.0,36.0
Spain,2024-05-11 06:55:00,22075.0,96.0,96.0
Spain,2024-05-11 07:00:00,21897.0,-178.0,178.0
Spain,2024-05-11 07:05:00,22365.0,468.0,468.0
Spain,2024-05-11 07:10:00,22223.0,-142.0,142.0
Spain,2024-05-11 07:15:00,22392.0,169.0,169.0
Spain,2024-05-11 07:20:00,22210.0,-182.0,182.0
Spain,2024-05-11 07:25:00,22258.0,48.0,48.0
Spain,2024-05-11 07:30:00,22223.0,-35.0,35.0
Spain,2024-05-11 07:35:00,22308.0,85.0,85.0
Spain,2024-05-11 07:40:00,22506.0,198.0,198.0
Spain,2024-05-11 07:45:00,22523.0,17.0,17.0
Spain,2024-05-11 07:50:00,22648.0,125.0,125.0
Spain,2024-05-11 07:55:00,22657.0,9.0,9.0
Spain,2024-05-11 08:00:00,22971.0,314.0,314.0
Spain,2024-05-11 08:05:00,23025.0,54.0,54.0
Spain,2024-05-11 08:10:00,23177.0,152.0,152.0
Spain,2024-05-11 08:15:00,23353.0,176.0,176.0
Spain,2024-05-11 08:20:00,23578.0,225.0,225.0
Spain,2024-05-11 08:25:00,23555.0,-23.0,23.0
Spain,2024-05-11 08:30:00,23556.0,1.0,1.0
Spain,2024-05-11 08:35:00,23696.0,140.0,140.0
Spain,2024-05-11 08:40:00,23970.0,274.0,274.0
Spain,2024-05-11 08:45:00,24024.0,54.0,54.0
Spain,2024-05-11 08:50:00,24099.0,75.0,75.0
Spain,2024-05-11 08:55:00,23929.0,-170.0,170.0
Spain,2024-05-11 09:00:00,24280.0,351.0,351.0
Spain,2024-05-11 09:05:00,24502.0,222.0,222.0
Spain,2024-05-11 09:10:00,24695.0,193.0,193.0
Spain,2024-05-11 09:15:00,24799.0,104.0,104.0
Spain,2024-05-11 09:20:00,24863.0,64.0,64.0
Spain,2024-05-11 09:25:00,24913.0,50.0,50.0
Spain,2024-05-11 09:30:00,24868.0,-45.0,45.0
Spain,2024-05-11 09:35:00,24754.0,-114.0,114.0
Spain,2024-05-11 09:40:00,24995.0,241.0,241.0
Spain,2024-05-11 09:45:00,25264.0,269.0,269.0
Spain,2024-05-11 09:50:00,25353.0,89.0,89.0
Spain,2024-05-11 09:55:00,25349.0,-4.0,4.0
Spain,2024-05-11 10:00:00,25353.0,4.0,4.0
Spain,2024-05-11 10:05:00,25541.0,188.0,188.0
Spain,2024-05-11 10:10:00,25584.0,43.0,43.0
Spain,2024-05-11 10:15:00,25558.0,-26.0,26.0
Spain,2024-05-11 10:20:00,25726.0,168.0,168.0
Spain,2024-05-11 10:25:00,25329.0,-397.0,397.0
Spain,2024-05-11 10:30:00,25331.0,2.0,2.0
Spain,2024-05-11 10:35:00,25516.0,185.0,185.0
Spain,2024-05-11 10:40:00,25566.0,50.0,50.0
Spain,2024-05-11 10:45:00,25219.0,-347.0,347.0
Spain,2024-05-11 10:50:00,25473.0,254.0,254.0
Spain,2024-05-11 10:55:00,25353.0,-120.0,120.0
Spain,2024-05-11 11:00:00,25388.0,35.0,35.0
Spain,2024-05-11 11:05:00,25391.0,3.0,3.0
Spain,2024-05-11 11:10:00,25143.0,-248.0,248.0
Spain,2024-05-11 11:15:00,25016.0,-127.0,127.0
Spain,2024-05-11 11:20:00,25245.0,229.0,229.0
Spain,2024-05-11 11:25:00,25033.0,-212.0,212.0
Spain,2024-05-11 11:30:00,25098.0,65.0,65.0
Spain,2024-05-11 11:35:00,25218.0,120.0,120.0
Spain,2024-05-11 11:40:00,25100.0,-118.0,118.0
Spain,2024-05-11 11:45:00,25191.0,91.0,91.0
Spain,2024-05-11 11:50:00,25046.0,-145.0,145.0
Spain,2024-05-11 11:55:00,24871.0,-175.0,175.0
Spain,2024-05-11 12:00:00,24840.0,-31.0,31.0
Spain,2024-05-11 12:05:00,24960.0,120.0,120.0
Spain,2024-05-11 12:10:00,24825.0,-135.0,135.0
Spain,2024-05-11 12:15:00,24586.0,-239.0,239.0
Spain,2024-05-11 12:20:00,24476.0,-110.0,110.0
Spain,2024-05-11 12:25:00,24538.0,62.0,62.0
Spain,2024-05-11 12:30:00,24590.0,52.0,52.0
Spain,2024-05-11 12:35:00,24391.0,-199.0,199.0
Spain,2024-05-11 12:40:00,24179.0,-212.0,212.0
Spain,2024-05-11 12:45:00,24162.0,-17.0,17.0
Spain,2024-05-11 12:50:00,24276.0,114.0,114.0
Spain,2024-05-11 12:55:00,24289.0,13.0,13.0
Spain,2024-05-11 13:00:00,24256.0,-33.0,33.0
Spain,2024-05-11 13:05:00,24504.0,248.0,248.0
Spain,2024-05-11 13:10:00,24273.0,-231.0,231.0
Spain,2024-05-11 13:15:00,24453.0,180.0,180.0
Spain,2024-05-11 13:20:00,24540.0,87.0,87.0
Spain,2024-05-11 13:25:00,24370.0,-170.0,170.0
Spain,2024-05-11 13:30:00,24630.0,260.0,260.0
Spain,2024-05-11 13:35:00,24673.0,43.0,43.0
Spain,2024-05-11 13:40:00,24550.0,-123.0,123.0
Spain,2024-05-11 13:45:00,24278.0,-272.0,272.0
Spain,2024-05-11 13:50:00,24411.0,133.0,133.0
Spain,2024-05-11 13:55:00,24624.0,213.0,213.0
Spain,2024-05-11 14:00:00,24673.0,49.0,49.0
Spain,2024-05-11 14:05:00,24311.0,-362.0,362.0
Spain,2024-05-11 14:10:00,24310.0,-1.0,1.0
Spain,2024-05-11 14:15:00,24022.0,-288.0,288.0
Spain,2024-05-11 14:20:00,24049.0,27.0,27.0
Spain,2024-05-11 14:25:00,24066.0,17.0,17.0
Spain,2024-05-11 14:30:00,23785.0,-281.0,281.0
Spain,2024-05-11 14:35:00,23760.0,-25.0,25.0
Spain,2024-05-11 14:40:00,23469.0,-291.0,291.0
Spain,2024-05-11 14:45:00,23480.0,11.0,11.0
Spain,2024-05-11 14:50:00,23317.0,-163.0,163.0
Spain,2024-05-11 14:55:00,23157.0,-160.0,160.0
Spain,2024-05-11 15:00:00,23380.0,223.0,223.0
Spain,2024-05-11 15:05:00,23206.0,-174.0,174.0
Spain,2024-05-11 15:10:00,23102.0,-104.0,104.0
Spain,2024-05-11 15:15:00,23089.0,-13.0,13.0
Spain,2024-05-11 15:20:00,23082.0,-7.0,7.0
Spain,2024-05-11 15:25:00,22764.0,-318.0,318.0
Spain,2024-05-11 15:30:00,22827.0,63.0,63.0
Spain,2024-05-11 15:35:00,22575.0,-252.0,252.0
Spain,2024-05-11 15:40:00,22548.0,-27.0,27.0
Spain,2024-05-11 15:45:00,22444.0,-104.0,104.0
Spain,2024-05-11 15:50:00,22624.0,180.0,180.0
Spain,2024-05-11 15:55:00,22275.0,-349.0,349.0
Spain,2024-05-11 16:00:00,22449.0,174.0,174.0
Spain,2024-05-11 16:05:00,22568.0,119.0,119.0
Spain,2024-05-11 16:10:00,22297.0,-271.0,271.0
Spain,2024-05-11 16:15:00,21946.0,-351.0,351.0
Spain,2024-05-11 16:20:00,21936.0,-10.0,10.0
Spain,2024-05-11 16:25:00,22048.0,112.0,112.0
Spain,2024-05-11 16:30:00,22168.0,120.0,120.0
Spain,2024-05-11 16:35:00,22310.0,142.0,142.0
Spain,2024-05-11 16:40:00,22133.0,-177.0,177.0
Spain,2024-05-11 16:45:00,22001.0,-132.0,132.0
Spain,2024-05-11 16:50:00,22188.0,187.0,187.0
Spain,2024-05-11 16:55:00,22193.0,5.0,5.0
Spain,2024-05-11 17:00:00,22262.0,69.0,69.0
Spain,2024-05-11 17:05:00,23194.0,932.0,932.0
Spain,2024-05-11 17:10:00,23228.0,34.0,34.0
Spain,2024-05-11 17:15:00,23465.0,237.0,237.0
Spain,2024-05-11 17:20:00,23299.0,-166.0,166.0
Spain,2024-05-11 17:25:00,23498.0,199.0,199.0
Spain,2024-05-11 17:30:00,23562.0,64.0,64.0
Spain,2024-05-11 17:35:00,23562.0,0.0,0.0
Spain,2024-05-11 17:40:00,23600.0,38.0,38.0
Spain,2024-05-11 17:45:00,23420.0,-180.0,180.0
Spain,2024-05-11 17:50:00,23622.0,202.0,202.0
Spain,2024-05-11 17:55:00,23836.0,214.0,214.0
Spain,2024-05-11 18:00:00,23820.0,-16.0,16.0
Spain,2024-05-11 18:05:00,24120.0,300.0,300.0
Spain,2024-05-11 18:10:00,24225.0,105.0,105.0
Spain,2024-05-11 18:15:00,24346.0,121.0,121.0
Spain,2024-05-11 18:20:00,24357.0,11.0,11.0
Spain,2024-05-11 18:25:00,24367.0,10.0,10.0
Spain,2024-05-11 18:30:00,24153.0,-214.0,214.0
Spain,2024-05-11 18:35:00,24335.0,182.0,182.0
Spain,2024-05-11 18:40:00,24471.0,136.0,136.0
Spain,2024-05-11 18:45:00,24674.0,203.0,203.0
Spain,2024-05-11 18:50:00,24557.0,-117.0,117.0
Spain,2024-05-11 18:55:00,24835.0,278.0,278.0
Spain,2024-05-11 19:00:00,24939.0,104.0,104.0
Spain,2024-05-11 19:05:00,25053.0,114.0,114.0
Spain,2024-05-11 19:10:00,25273.0,220.0,220.0
Spain,2024-05-11 19:15:00,25252.0,-21.0,21.0
Spain,2024-05-11 19:20:00,25273.0,21.0,21.0
Spain,2024-05-11 19:25:00,25489.0,216.0,216.0
Spain,2024-05-11 19:30:00,25352.0,-137.0,137.0
Spain,2024-05-11 19:35:00,25642.0,290.0,290.0
Spain,2024-05-11 19:40:00,25715.0,73.0,73.0
Spain,2024-05-11 19:45:00,25734.0,19.0,19.0
Spain,2024-05-11 19:50:00,25822.0,88.0,88.0
Spain,2024-05-11 19:55:00,25847.0,25.0,25.0
Spain,2024-05-11 20:00:00,26022.0,175.0,175.0
Spain,2024-05-11 20:05:00,26160.0,138.0,138.0
Spain,2024-05-11 20:10:00,26184.0,24.0,24.0
Spain,2024-05-11 20:15:00,26337.0,153.0,153.0
Spain,2024-05-11 20:20:00,26156.0,-181.0,181.0
Spain,2024-05-11 20:25:00,26135.0,-21.0,21.0
Spain,2024-05-11 20:30:00,26198.0,63.0,63.0
Spain,2024-05-11 20:35:00,26642.0,444.0,444.0
Spain,2024-05-11 20:40:00,26407.0,-235.0,235.0
Spain,2024-05-11 20:45:00,26425.0,18.0,18.0
Spain,2024-05-11 20:50:00,26710.0,285.0,285.0
Spain,2024-05-11 20:55:00,27034.0,324.0,324.0
Spain,2024-05-11 21:00:00,27129.0,95.0,95.0
Spain,2024-05-11 21:05:00,27292.0,163.0,163.0
Spain,2024-05-11 21:10:00,27521.0,229.0,229.0
Spain,2024-05-11 21:15:00,27588.0,67.0,67.0
Spain,2024-05-11 21:20:00,27624.0,36.0,36.0
Spain,2024-05-11 21:25:00,27990.0,366.0,366.0
Spain,2024-05-11 21:30:00,28165.0,175.0,175.0
Spain,2024-05-11 21:35:00,28200.0,35.0,35.0
Spain,2024-05-11 21:40:00,28167.0,-33.0,33.0
Spain,2024-05-11 21:45:00,28253.0,86.0,86.0
Spain,2024-05-11 21:50:00,28086.0,-167.0,167.0
Spain,2024-05-11 21:55:00,28047.0,-39.0,39.0
Spain,2024-05-11 22:00:00,27946.0,-101.0,101.0
Spain,2024-05-11 22:05:00,27664.0,-282.0,282.0
Spain,2024-05-11 22:10:00,27224.0,-440.0,440.0
Spain,2024-05-11 22:15:00,27203.0,-21.0,21.0
Spain,2024-05-11 22:20:00,27195.0,-8.0,8.0
Spain,2024-05-11 22:25:00,26938.0,-257.0,257.0
Spain,2024-05-11 22:30:00,26860.0,-78.0,78.0
Spain,2024-05-11 22:35:00,26721.0,-139.0,139.0
Spain,2024-05-11 22:40:00,26793.0,72.0,72.0
Spain,2024-05-11 22:45:00,26378.0,-415.0,415.0
Spain,2024-05-11 22:50:00,26412.0,34.0,34.0
Spain,2024-05-11 22:55:00,26223.0,-189.0,189.0
Spain,2024-05-11 23:00:00,25915.0,-308.0,308.0
Spain,2024-05-11 23:05:00,25699.0,-216.0,216.0
Spain,2024-05-11 23:10:00,25570.0,-129.0,129.0
Spain,2024-05-11 23:15:00,25304.0,-266.0,266.0
Spain,2024-05-11 23:20:00,25152.0,-152.0,152.0
Spain,2024-05-11 23:25:00,25058.0,-94.0,94.0
Spain,2024-05-11 23:30:00,24608.0,-450.0,450.0
Spain,2024-05-11 23:35:00,24694.0,86.0,86.0
Spain,2024-05-11 23:40:00,24692.0,-2.0,2.0
Spain,2024-05-11 23:45:00,24510.0,-182.0,182.0
Spain,2024-05-11 23:50:00,24185.0,-325.0,325.0
Spain,2024-05-11 23:55:00,24043.0,-142.0,142.0
Spain,2024-05-12 00:00:00,24003.0,-40.0,40.0
Spain,2024-05-12 00:05:00,23884.0,-119.0,119.0
Spain,2024-05-12 00:10:00,23645.0,-239.0,239.0
Spain,2024-05-12 00:15:00,23461.0,-184.0,184.0
Spain,2024-05-12 00:20:00,23649.0,188.0,188.0
Spain,2024-05-12 00:25:00,23430.0,-219.0,219.0
Spain,2024-05-12 00:30:00,23374.0,-56.0,56.0
Spain,2024-05-12 00:35:00,23151.0,-223.0,223.0
Spain,2024-05-12 00:40:00,22992.0,-159.0,159.0
Spain,2024-05-12 00:45:00,22707.0,-285.0,285.0
Spain,2024-05-12 00:50:00,22533.0,-174.0,174.0
Spain,2024-05-12 00:55:00,22604.0,71.0,71.0
Spain,2024-05-12 01:00:00,22444.0,-160.0,160.0
Spain,2024-05-12 01:05:00,22457.0,13.0,13.0
Spain,2024-05-12 01:10:00,22291.0,-166.0,166.0
Spain,2024-05-12 01:15:00,22232.0,-59.0,59.0
Spain,2024-05-12 01:20:00,21930.0,-302.0,302.0
Spain,2024-05-12 01:25:00,21883.0,-47.0,47.0
Spain,2024-05-12 01:30:00,21774.0,-109.0,109.0
Spain,2024-05-12 01:35:00,21746.0,-28.0,28.0
Spain,2024-05-12 01:40:00,21592.0,-154.0,154.0
Spain,2024-05-12 01:45:00,21330.0,-262.0,262.0
Spain,2024-05-12 01:50:00,21458.0,128.0,128.0
Spain,2024-05-12 01:55:00,21443.0,-15.0,15.0
Spain,2024-05-12 02:00:00,21106.0,-337.0,337.0
Spain,2024-05-12 02:05:00,20933.0,-173.0,173.0
Spain,2024-05-12 02:10:00,21168.0,235.0,235.0
Spain,2024-05-12 02:15:00,20816.0,-352.0,352.0
Spain,2024-05-12 02:20:00,20820.0,4.0,4.0
Spain,2024-05-12 02:25:00,20793.0,-27.0,27.0
Spain,2024-05-12 02:30:00,20642.0,-151.0,151.0
Spain,2024-05-12 02:35:00,20606.0,-36.0,36.0
Spain,2024-05-12 02:40:00,20653.0,47.0,47.0
Spain,2024-05-12 02:45:00,20568.0,-85.0,85.0
Spain,2024-05-12 02:50:00,20610.0,42.0,42.0
Spain,2024-05-12 02:55:00,20262.0,-348.0,348.0
Spain,2024-05-12 03:00:00,20395.0,133.0,133.0
Spain,2024-05-11 21:00:00,27129.0,6734.0,6734.0
Spain,2024-05-11 21:05:00,27292.0,163.0,163.0
Spain,2024-05-11 21:10:00,27521.0,229.0,229.0
Spain,2024-05-11 21:15:00,27588.0,67.0,67.0
Spain,2024-05-11 21:20:00,27624.0,36.0,36.0
Spain,2024-05-11 21:25:00,27990.0,366.0,366.0
Spain,2024-05-11 21:30:00,28165.0,175.0,175.0
Spain,2024-05-11 21:35:00,28200.0,35.0,35.0
Spain,2024-05-11 21:40:00,28167.0,-33.0,33.0
Spain,2024-05-11 21:45:00,28253.0,86.0,86.0
Spain,2024-05-11 21:50:00,28086.0,-167.0,167.0
Spain,2024-05-11 21:55:00,28047.0,-39.0,39.0
Spain,2024-05-11 22:00:00,27946.0,-101.0,101.0
Spain,2024-05-11 22:05:00,27664.0,-282.0,282.0
Spain,2024-05-11 22:10:00,27224.0,-440.0,440.0
Spain,2024-05-11 22:15:00,27203.0,-21.0,21.0
Spain,2024-05-11 22:20:00,27195.0,-8.0,8.0
Spain,2024-05-11 22:25:00,26938.0,-257.0,257.0
Spain,2024-05-11 22:30:00,26860.0,-78.0,78.0
Spain,2024-05-11 22:35:00,26721.0,-139.0,139.0
Spain,2024-05-11 22:40:00,26793.0,72.0,72.0
Spain,2024-05-11 22:45:00,26378.0,-415.0,415.0
Spain,2024-05-11 22:50:00,26412.0,34.0,34.0
Spain,2024-05-11 22:55:00,26223.0,-189.0,189.0
Spain,2024-05-11 23:00:00,25915.0,-308.0,308.0
Spain,2024-05-11 23:05:00,25699.0,-216.0,216.0
Spain,2024-05-11 23:10:00,25570.0,-129.0,129.0
Spain,2024-05-11 23:15:00,25304.0,-266.0,266.0
Spain,2024-05-11 23:20:00,25152.0,-152.0,152.0
Spain,2024-05-11 23:25:00,25058.0,-94.0,94.0
Spain,2024-05-11 23:30:00,24608.0,-450.0,450.0
Spain,2024-05-11 23:35:00,24694.0,86.0,86.0
Spain,2024-05-11 23:40:00,24692.0,-2.0,2.0
Spain,2024-05-11 23:45:00,24510.0,-182.0,182.0
Spain,2024-05-11 23:50:00,24185.0,-325.0,325.0
Spain,2024-05-11 23:55:00,24043.0,-142.0,142.0
Spain,2024-05-12 00:00:00,24003.0,-40.0,40.0
Spain,2024-05-12 00:05:00,23884.0,-119.0,119.0
Spain,2024-05-12 00:10:00,23645.0,-239.0,239.0
Spain,2024-05-12 00:15:00,23461.0,-184.0,184.0
Spain,2024-05-12 00:20:00,23649.0,188.0,188.0
Spain,2024-05-12 00:25:00,23430.0,-219.0,219.0
Spain,2024-05-12 00:30:00,23374.0,-56.0,56.0
Spain,2024-05-12 00:35:00,23151.0,-223.0,223.0
Spain,2024-05-12 00:40:00,22992.0,-159.0,159.0
Spain,2024-05-12 00:45:00,22707.0,-285.0,285.0
Spain,2024-05-12 00:50:00,22533.0,-174.0,174.0
Spain,2024-05-12 00:55:00,22604.0,71.0,71.0
Spain,2024-05-12 01:00:00,22444.0,-160.0,160.0
Spain,2024-05-12 01:05:00,22457.0,13.0,13.0
Spain,2024-05-12 01:10:00,22291.0,-166.0,166.0
Spain,2024-05-12 01:15:00,22232.0,-59.0,59.0
Spain,2024-05-12 01:20:00,21930.0,-302.0,302.0
Spain,2024-05-12 01:25:00,21883.0,-47.0,47.0
Spain,2024-05-12 01:30:00,21774.0,-109.0,109.0
Spain,2024-05-12 01:35:00,21746.0,-28.0,28.0
Spain,2024-05-12 01:40:00,21592.0,-154.0,154.0
Spain,2024-05-12 01:45:00,21330.0,-262.0,262.0
Spain,2024-05-12 01:50:00,21458.0,128.0,128.0
Spain,2024-05-12 01:55:00,21443.0,-15.0,15.0
Spain,2024-05-12 02:00:00,21106.0,-337.0,337.0
Spain,2024-05-12 02:05:00,20933.0,-173.0,173.0
Spain,2024-05-12 02:10:00,21168.0,235.0,235.0
Spain,2024-05-12 02:15:00,20816.0,-352.0,352.0
Spain,2024-05-12 02:20:00,20820.0,4.0,4.0
Spain,2024-05-12 02:25:00,20793.0,-27.0,27.0
Spain,2024-05-12 02:30:00,20642.0,-151.0,151.0
Spain,2024-05-12 02:35:00,20606.0,-36.0,36.0
Spain,2024-05-12 02:40:00,20653.0,47.0,47.0
Spain,2024-05-12 02:45:00,20568.0,-85.0,85.0
Spain,2024-05-12 02:50:00,20610.0,42.0,42.0
Spain,2024-05-12 02:55:00,20262.0,-348.0,348.0
Spain,2024-05-12 03:00:00,20395.0,133.0,133.0
Spain,2024-05-12 03:05:00,20509.0,114.0,114.0
Spain,2024-05-12 03:10:00,20521.0,12.0,12.0
Spain,2024-05-12 03:15:00,20393.0,-128.0,128.0
Spain,2024-05-12 03:20:00,20199.0,-194.0,194.0
Spain,2024-05-12 03:25:00,20218.0,19.0,19.0
Spain,2024-05-12 03:30:00,20341.0,123.0,123.0
Spain,2024-05-12 03:35:00,20192.0,-149.0,149.0
Spain,2024-05-12 03:40:00,20023.0,-169.0,169.0
Spain,2024-05-12 03:45:00,20011.0,-12.0,12.0
Spain,2024-05-12 03:50:00,19929.0,-82.0,82.0
Spain,2024-05-12 03:55:00,20064.0,135.0,135.0
Spain,2024-05-12 04:00:00,19917.0,-147.0,147.0
Spain,2024-05-12 04:05:00,19940.0,23.0,23.0
Spain,2024-05-12 04:10:00,20068.0,128.0,128.0
Spain,2024-05-12 04:15:00,19856.0,-212.0,212.0
Spain,2024-05-12 04:20:00,19905.0,49.0,49.0
Spain,2024-05-12 04:25:00,19945.0,40.0,40.0
Spain,2024-05-12 04:30:00,19920.0,-25.0,25.0
Spain,2024-05-12 04:35:00,20023.0,103.0,103.0
Spain,2024-05-12 04:40:00,19800.0,-223.0,223.0
Spain,2024-05-12 04:45:00,19861.0,61.0,61.0
Spain,2024-05-12 04:50:00,19912.0,51.0,51.0
Spain,2024-05-12 04:55:00,20028.0,116.0,116.0
Spain,2024-05-12 05:00:00,19800.0,-228.0,228.0
Spain,2024-05-12 05:05:00,20042.0,242.0,242.0
Spain,2024-05-12 05:10:00,19873.0,-169.0,169.0
Spain,2024-05-12 05:15:00,19846.0,-27.0,27.0
Spain,2024-05-12 05:20:00,19737.0,-109.0,109.0
Spain,2024-05-12 05:25:00,19705.0,-32.0,32.0
Spain,2024-05-12 05:30:00,19627.0,-78.0,78.0
Spain,2024-05-12 05:35:00,19895.0,268.0,268.0
Spain,2024-05-12 05:40:00,19885.0,-10.0,10.0
Spain,2024-05-12 05:45:00,19711.0,-174.0,174.0
Spain,2024-05-12 05:50:00,19806.0,95.0,95.0
Spain,2024-05-12 05:55:00,19763.0,-43.0,43.0
Spain,2024-05-12 06:00:00,19891.0,128.0,128.0
Spain,2024-05-12 06:05:00,20102.0,211.0,211.0
Spain,2024-05-12 06:10:00,19974.0,-128.0,128.0
Spain,2024-05-12 06:15:00,20022.0,48.0,48.0
Spain,2024-05-12 06:20:00,19949.0,-73.0,73.0
Spain,2024-05-12 06:25:00,19996.0,47.0,47.0
Spain,2024-05-12 06:30:00,20104.0,108.0,108.0
Spain,2024-05-12 06:35:00,20142.0,38.0,38.0
Spain,2024-05-12 06:40:00,19924.0,-218.0,218.0
Spain,2024-05-12 06:45:00,20024.0,100.0,100.0
Spain,2024-05-12 06:50:00,20091.0,67.0,67.0
Spain,2024-05-12 06:55:00,19995.0,-96.0,96.0
Spain,2024-05-12 07:00:00,19982.0,-13.0,13.0
Spain,2024-05-12 07:05:00,19969.0,-13.0,13.0
Spain,2024-05-12 07:10:00,19970.0,1.0,1.0
Spain,2024-05-12 07:15:00,20103.0,133.0,133.0
Spain,2024-05-12 07:20:00,19745.0,-358.0,358.0
Spain,2024-05-12 07:25:00,20087.0,342.0,342.0
Spain,2024-05-12 07:30:00,20005.0,-82.0,82.0
Spain,2024-05-12 07:35:00,19908.0,-97.0,97.0
Spain,2024-05-12 07:40:00,20045.0,137.0,137.0
Spain,2024-05-12 07:45:00,20084.0,39.0,39.0
Spain,2024-05-12 07:50:00,20224.0,140.0,140.0
Spain,2024-05-12 07:55:00,20287.0,63.0,63.0
Spain,2024-05-12 08:00:00,20262.0,-25.0,25.0
Spain,2024-05-12 08:05:00,20216.0,-46.0,46.0
Spain,2024-05-12 08:10:00,20328.0,112.0,112.0
Spain,2024-05-12 08:15:00,20309.0,-19.0,19.0
Spain,2024-05-12 08:20:00,20242.0,-67.0,67.0
Spain,2024-05-12 08:25:00,20597.0,355.0,355.0
Spain,2024-05-12 08:30:00,20394.0,-203.0,203.0
Spain,2024-05-12 08:35:00,20650.0,256.0,256.0
Spain,2024-05-12 08:40:00,20719.0,69.0,69.0
Spain,2024-05-12 08:45:00,20678.0,-41.0,41.0
Spain,2024-05-12 08:50:00,20979.0,301.0,301.0
Spain,2024-05-12 08:55:00,20946.0,-33.0,33.0
Spain,2024-05-12 09:00:00,21256.0,310.0,310.0
Spain,2024-05-12 09:05:00,21259.0,3.0,3.0
Spain,2024-05-12 09:10:00,21336.0,77.0,77.0
Spain,2024-05-12 09:15:00,21385.0,49.0,49.0
Spain,2024-05-12 09:20:00,21472.0,87.0,87.0
Spain,2024-05-12 09:25:00,21674.0,202.0,202.0
Spain,2024-05-12 09:30:00,21662.0,-12.0,12.0
Spain,2024-05-12 09:35:00,21757.0,95.0,95.0
Spain,2024-05-12 09:40:00,22106.0,349.0,349.0
Spain,2024-05-12 09:45:00,22114.0,8.0,8.0
Spain,2024-05-12 09:50:00,22145.0,31.0,31.0
Spain,2024-05-12 09:55:00,22226.0,81.0,81.0
Spain,2024-05-12 10:00:00,22228.0,2.0,2.0
Spain,2024-05-12 10:05:00,22368.0,140.0,140.0
Spain,2024-05-12 10:10:00,22493.0,125.0,125.0
Spain,2024-05-12 10:15:00,22310.0,-183.0,183.0
Spain,2024-05-12 10:20:00,22337.0,27.0,27.0
Spain,2024-05-12 10:25:00,22395.0,58.0,58.0
Spain,2024-05-12 10:30:00,22456.0,61.0,61.0
Spain,2024-05-12 10:35:00,22420.0,-36.0,36.0
Spain,2024-05-12 10:40:00,22605.0,185.0,185.0
Spain,2024-05-12 10:45:00,22498.0,-107.0,107.0
Spain,2024-05-12 10:50:00,22584.0,86.0,86.0
Spain,2024-05-12 10:55:00,22627.0,43.0,43.0
Spain,2024-05-12 11:00:00,22650.0,23.0,23.0
Spain,2024-05-12 11:05:00,22598.0,-52.0,52.0
Spain,2024-05-12 11:10:00,22381.0,-217.0,217.0
Spain,2024-05-12 11:15:00,22541.0,160.0,160.0
Spain,2024-05-12 11:20:00,22601.0,60.0,60.0
Spain,2024-05-12 11:25:00,22400.0,-201.0,201.0
Spain,2024-05-12 11:30:00,22230.0,-170.0,170.0
Spain,2024-05-12 11:35:00,22237.0,7.0,7.0
Spain,2024-05-12 11:40:00,22316.0,79.0,79.0
Spain,2024-05-12 11:45:00,22522.0,206.0,206.0
Spain,2024-05-12 11:50:00,22506.0,-16.0,16.0
Spain,2024-05-12 11:55:00,22464.0,-42.0,42.0
Spain,2024-05-12 12:00:00,22128.0,-336.0,336.0
Spain,2024-05-12 12:05:00,22358.0,230.0,230.0
Spain,2024-05-12 12:10:00,22527.0,169.0,169.0
Spain,2024-05-12 12:15:00,22344.0,-183.0,183.0
Spain,2024-05-12 12:20:00,22427.0,83.0,83.0
Spain,2024-05-12 12:25:00,22090.0,-337.0,337.0
Spain,2024-05-12 12:30:00,22204.0,114.0,114.0
Spain,2024-05-12 12:35:00,22271.0,67.0,67.0
Spain,2024-05-12 12:40:00,22192.0,-79.0,79.0
