OMIE - Mercado de electricidad;Fecha Emisión :04/02/2024 - 17:50;;05/02/2024;M.Intradiario para el día, sesión - Nº 2;;;;

Hora;Fecha;Pais;Unidad;Tipo Oferta;Energía Compra/Venta;Precio Compra/Venta;Ofertada (O)/Casada (C);
1;05/02/2024;MI;WMVD189;C;0,5;1.002,00;O;
1;05/02/2024;MI;WMVD101;C;0,8;1.002,00;O;
1;05/02/2024;MI;WMVD131;C;0,2;1.002,00;O;
1;05/02/2024;MI;GNCOR01;C;2,9;1.000,00;O;
1;05/02/2024;MI;NXVD235;C;0,1;700,00;O;
1;05/02/2024;MI;NXVD175;C;0,1;700,00;O;
1;05/02/2024;MI;NXVD229;C;0,1;700,00;O;
1;05/02/2024;MI;NXVD233;C;0,2;700,00;O;
1;05/02/2024;MI;GNCOC01;C;600,0;500,00;O;
1;05/02/2024;MI;GALVD29;C;0,2;500,00;O;
1;05/02/2024;MI;GNSEC01;C;200,0;500,00;O;
1;05/02/2024;MI;EGEDVD7;C;9,0;450,00;O;
1;05/02/2024;MI;WMVD088;C;1,8;400,00;O;
1;05/02/2024;MI;EBLCVD1;C;0,2;400,00;O;
1;05/02/2024;MI;EBLCVD1;C;0,1;400,00;O;
1;05/02/2024;MI;EBLVD25;C;0,3;400,00;O;
1;05/02/2024;MI;EBLCVD1;C;1,3;400,00;O;
1;05/02/2024;MI;EBLVD23;C;0,1;400,00;O;
1;05/02/2024;MI;EBLVD24;C;0,1;400,00;O;
1;05/02/2024;MI;EBLVD10;C;0,1;400,00;O;
1;05/02/2024;MI;EBLCVD1;C;0,5;400,00;O;
1;05/02/2024;MI;EBLCO01;C;20,0;400,00;O;
1;05/02/2024;MI;TLCRC01;C;13,1;400,00;O;
1;05/02/2024;MI;EBLVD22;C;0,3;400,00;O;
1;05/02/2024;MI;ADXVD04;C;0,2;350,00;O;
1;05/02/2024;MI;CEVD358;C;0,1;350,00;O;
1;05/02/2024;MI;CEVD359;C;0,1;350,00;O;
1;05/02/2024;MI;CEVD350;C;0,1;350,00;O;
1;05/02/2024;MI;CEVD283;C;0,1;350,00;O;
1;05/02/2024;MI;CEVD004;C;0,1;350,00;O;
1;05/02/2024;MI;VIEECA1;C;105,7;300,00;O;
1;05/02/2024;MI;GALVD28;C;0,5;300,00;O;
1;05/02/2024;MI;GALPWV2;C;28,9;300,00;O;
1;05/02/2024;MI;HCGC01;C;5,1;295,00;O;
1;05/02/2024;MI;IGNVD29;C;2,8;281,26;O;
1;05/02/2024;MI;NEXUC01;C;14,5;271,66;O;
1;05/02/2024;MI;COESC01;C;0,3;251,00;O;
1;05/02/2024;MI;JOIRC20;C;0,1;250,00;O;
1;05/02/2024;MI;ASIVD06;C;46,2;220,00;O;
1;05/02/2024;MI;ASIVD01;C;2,9;220,00;O;
1;05/02/2024;MI;ASIVD05;C;3,0;220,00;O;
1;05/02/2024;MI;ASIVD03;C;0,1;220,00;O;
1;05/02/2024;MI;ASIVD02;C;13,3;220,00;O;
1;05/02/2024;MI;GNEBRO;C;2,3;200,00;O;
1;05/02/2024;MI;GNVD200;C;0,4;200,00;O;
1;05/02/2024;MI;GNVD130;C;0,1;200,00;O;
1;05/02/2024;MI;GNRVD94;C;0,1;200,00;O;
1;05/02/2024;MI;ISMRE01;C;4,0;190,00;O;
1;05/02/2024;MI;ISMRE03;C;5,0;190,00;O;
1;05/02/2024;MI;ISMRE02;C;3,2;190,00;O;
1;05/02/2024;MI;ISMSC01;C;4,0;190,00;O;
1;05/02/2024;MI;FORTC01;C;163,8;190,00;O;
1;05/02/2024;MI;DRKFC01;C;2,3;180,00;O;
1;05/02/2024;MI;DRKRM01;C;0,7;180,00;O;
1;05/02/2024;MI;IGNVD67;C;2,9;171,66;O;
1;05/02/2024;MI;IGNVD64;C;1,7;171,66;O;
1;05/02/2024;MI;FORTIC2;C;3,8;134,35;O;
1;05/02/2024;MI;HISVD28;C;2,4;121,66;O;
1;05/02/2024;MI;HISVD17;C;2,4;121,66;O;
1;05/02/2024;MI;HISVD18;C;2,4;121,66;O;
1;05/02/2024;MI;HISVD05;C;1,5;121,66;O;
1;05/02/2024;MI;HISVD01;C;1,0;121,66;O;
1;05/02/2024;MI;HISVD03;C;0,5;121,66;O;
1;05/02/2024;MI;HISVD27;C;2,2;121,66;O;
1;05/02/2024;MI;HISVD51;C;1,6;121,66;O;
1;05/02/2024;MI;HISVD44;C;2,4;121,66;O;
1;05/02/2024;MI;BPRM01;C;15,0;121,66;O;
1;05/02/2024;MI;HISVD46;C;4,0;121,66;O;
1;05/02/2024;MI;HISVD16;C;1,6;121,66;O;
1;05/02/2024;MI;HISVD15;C;9,1;121,66;O;
1;05/02/2024;MI;HISVD59;C;0,7;121,66;O;
1;05/02/2024;MI;HISPC01;C;7,5;121,66;O;
1;05/02/2024;MI;HISVD13;C;1,5;121,66;O;
1;05/02/2024;MI;HISVD47;C;0,8;121,66;O;
1;05/02/2024;MI;SEDAVD1;C;35,4;111,07;O;
1;05/02/2024;MI;DETVD37;C;0,1;111,07;O;
1;05/02/2024;MI;HCGVD11;C;2,6;107,49;O;
1;05/02/2024;MI;HCGVD14;C;2,2;107,49;O;
1;05/02/2024;MI;HCGVD13;C;0,3;107,49;O;
1;05/02/2024;MI;CEVD335;C;0,4;92,50;O;
1;05/02/2024;MI;TOTRM01;C;12,5;91,66;O;
1;05/02/2024;MI;PULSC01;C;5,5;89,66;O;
1;05/02/2024;MI;GAOLC01;C;12,5;89,66;O;
1;05/02/2024;MI;ENUFC01;C;3,4;89,00;O;
1;05/02/2024;MI;GAOLC01;C;18,0;86,82;O;
1;05/02/2024;MI;PEGO4;C;23,6;86,66;O;
1;05/02/2024;MI;GALPC01;C;6,6;86,65;O;
1;05/02/2024;MI;EGPRE23;C;0,1;82,40;O;
1;05/02/2024;MI;EGPRE81;C;0,1;82,40;O;
1;05/02/2024;MI;EGPRE80;C;0,4;82,40;O;
1;05/02/2024;MI;EGPRE82;C;0,6;82,40;O;
