Hora,Fecha,Pais,Unidad,Tipo_Oferta,Energía_Compra_Venta,Precio_Compra_Venta,Ofertada_Casada
1,2024-02-01,MI,WMVD101,C,0.2,1002.0,O
1,2024-02-01,MI,WMVD147,C,0.1,1002.0,O
1,2024-02-01,MI,IBEVD15,C,2.0,801.0,O
1,2024-02-01,MI,IBEVD14,C,2.0,801.0,O
1,2024-02-01,MI,NXVD219,C,49.5,700.0,O
1,2024-02-01,MI,NXVD289,C,0.1,700.0,O
1,2024-02-01,MI,NXVD287,C,0.1,700.0,O
1,2024-02-01,MI,NXVD152,C,0.1,700.0,O
1,2024-02-01,MI,NEXVD23,C,12.5,700.0,O
1,2024-02-01,MI,NEXVD25,C,8.3,700.0,O
1,2024-02-01,MI,NXVD112,C,0.1,700.0,O
1,2024-02-01,MI,NEXVD36,C,17.9,700.0,O
1,2024-02-01,MI,ADURC01,C,0.5,650.0,O
1,2024-02-01,MI,CAMG20X,C,0.4,600.0,O
1,2024-02-01,MI,WMVD183,C,0.1,600.0,O
1,2024-02-01,MI,EGLEC01,C,23.3,500.0,O
1,2024-02-01,MI,EGVD288,C,0.2,500.0,O
1,2024-02-01,MI,EGVD293,C,0.4,500.0,O
1,2024-02-01,MI,EGVD290,C,0.1,500.0,O
1,2024-02-01,MI,EGVD083,C,0.3,500.0,O
1,2024-02-01,MI,EGVD379,C,0.3,500.0,O
1,2024-02-01,MI,EGVD086,C,0.1,500.0,O
1,2024-02-01,MI,EGVD183,C,0.1,500.0,O
1,2024-02-01,MI,EGVD064,C,0.5,500.0,O
1,2024-02-01,MI,EGVD248,C,0.1,500.0,O
1,2024-02-01,MI,GALVD30,C,49.9,500.0,O
1,2024-02-01,MI,GALVD29,C,49.9,500.0,O
1,2024-02-01,MI,EGLEVD1,C,0.1,500.0,O
1,2024-02-01,MI,EGVD454,C,0.4,500.0,O
1,2024-02-01,MI,EGVD121,C,7.5,500.0,O
1,2024-02-01,MI,EGVD089,C,0.1,500.0,O
1,2024-02-01,MI,EGVD024,C,2.1,500.0,O
1,2024-02-01,MI,EGEDVD4,C,0.3,451.0,O
1,2024-02-01,MI,EGEDRE5,C,0.6,451.0,O
1,2024-02-01,MI,EGEDRE3,C,0.3,451.0,O
1,2024-02-01,MI,EBLVD41,C,0.1,400.0,O
1,2024-02-01,MI,EBLVD40,C,0.1,400.0,O
1,2024-02-01,MI,EBLVD56,C,0.1,400.0,O
1,2024-02-01,MI,SESVD05,C,0.2,400.0,O
1,2024-02-01,MI,SESVD02,C,0.1,400.0,O
1,2024-02-01,MI,EBLVD62,C,0.1,400.0,O
1,2024-02-01,MI,TLCMC01,C,7.8,400.0,O
1,2024-02-01,MI,EBLVD49,C,0.3,400.0,O
1,2024-02-01,MI,CEVD398,C,0.1,350.0,O
1,2024-02-01,MI,CEVD399,C,0.1,350.0,O
1,2024-02-01,MI,ADXVD04,C,0.1,350.0,O
1,2024-02-01,MI,CEVD004,C,0.1,350.0,O
1,2024-02-01,MI,CEVD281,C,0.2,350.0,O
1,2024-02-01,MI,CEVD266,C,0.3,350.0,O
1,2024-02-01,MI,CEVD284,C,0.2,350.0,O
1,2024-02-01,MI,CEVD327,C,7.0,350.0,O
1,2024-02-01,MI,CEVD376,C,0.1,350.0,O
1,2024-02-01,MI,FORTC01,C,3.7,300.3,O
1,2024-02-01,MI,CONEC01,C,1.0,300.0,O
1,2024-02-01,MI,EFGC01,C,15.0,300.0,O
1,2024-02-01,MI,ICGAC01,C,12.3,300.0,O
1,2024-02-01,MI,GALVD28,C,15.7,300.0,O
1,2024-02-01,MI,VGERE17,C,1.0,300.0,O
1,2024-02-01,MI,VIEECA1,C,83.4,300.0,O
1,2024-02-01,MI,TEXZC01,C,1.0,300.0,O
1,2024-02-01,MI,EGLEC01,C,2.2,274.09,O
1,2024-02-01,MI,IGNVD82,C,0.4,268.35,O
1,2024-02-01,MI,IGNVD78,C,1.3,268.35,O
1,2024-02-01,MI,IGNVD79,C,1.0,268.35,O
1,2024-02-01,MI,IGNVD81,C,0.3,268.35,O
1,2024-02-01,MI,IGNVD80,C,0.5,268.35,O
1,2024-02-01,MI,ASIVD05,C,3.0,220.0,O
1,2024-02-01,MI,ASIVD06,C,46.2,220.0,O
1,2024-02-01,MI,ASIVD02,C,13.0,220.0,O
1,2024-02-01,MI,ASIVD01,C,2.7,220.0,O
1,2024-02-01,MI,ASIVD03,C,0.1,220.0,O
1,2024-02-01,MI,CELSR01,C,80.0,200.0,O
1,2024-02-01,MI,GNRVD31,C,0.2,200.0,O
1,2024-02-01,MI,GNRVD13,C,0.1,200.0,O
1,2024-02-01,MI,GNVD130,C,2.4,200.0,O
1,2024-02-01,MI,EGLRM01,C,1.1,200.0,O
1,2024-02-01,MI,GNVD150,C,0.1,200.0,O
1,2024-02-01,MI,SOCRC05,C,0.1,190.0,O
1,2024-02-01,MI,IGNVD64,C,2.3,169.0,O
1,2024-02-01,MI,IGNVD67,C,3.8,169.0,O
1,2024-02-01,MI,LMERC01,C,4.3,150.0,O
1,2024-02-01,MI,CENTC01,C,5.0,128.69,O
1,2024-02-01,MI,WMVD184,C,2.1,119.0,O
1,2024-02-01,MI,WMVD088,C,5.1,119.0,O
1,2024-02-01,MI,CEVD307,C,0.3,118.69,O
1,2024-02-01,MI,CEVD335,C,1.0,118.69,O
1,2024-02-01,MI,CEVD308,C,0.2,118.69,O
1,2024-02-01,MI,CEVD234,C,0.2,118.69,O
1,2024-02-01,MI,CEVD309,C,0.2,118.69,O
1,2024-02-01,MI,SEDVD06,C,0.6,106.95,O
1,2024-02-01,MI,DETVD37,C,0.1,106.95,O
1,2024-02-01,MI,DETVD09,C,0.1,106.95,O
1,2024-02-01,MI,ENRVD09,C,2.0,103.5,O
1,2024-02-01,MI,ENRVD04,C,2.0,103.5,O
1,2024-02-01,MI,ENRVD02,C,4.0,103.5,O
1,2024-02-01,MI,ENRVD05,C,2.0,103.5,O
1,2024-02-01,MI,HCGC01,C,6.9,100.0,O
1,2024-02-01,MI,DETIC01,C,127.6,80.11,O
1,2024-02-01,MI,SEDVD03,C,0.1,80.11,O
1,2024-02-01,MI,SWAPC01,C,16.1,79.25,O
1,2024-02-01,MI,CYEC01,C,2.0,79.25,O
1,2024-02-01,MI,LAUEVD3,C,0.2,79.25,O
1,2024-02-01,MI,OPPIC01,C,7.5,79.25,O
1,2024-02-01,MI,ALUEC01,C,0.5,79.0,O
1,2024-02-01,MI,HISVD18,C,1.2,79.0,O
1,2024-02-01,MI,HISVD13,C,1.5,79.0,O
1,2024-02-01,MI,HISVD17,C,1.5,79.0,O
1,2024-02-01,MI,TLCRC01,C,3.6,79.0,O
1,2024-02-01,MI,HISPC01,C,6.7,79.0,O
1,2024-02-01,MI,WATIC01,C,1.3,79.0,O
1,2024-02-01,MI,WATRM06,C,1.5,79.0,O
1,2024-02-01,MI,URAIC01,C,0.7,79.0,O
1,2024-02-01,MI,HISVD28,C,1.5,79.0,O
1,2024-02-01,MI,HISVD27,C,1.4,79.0,O
1,2024-02-01,MI,HISVD51,C,0.8,79.0,O
1,2024-02-01,MI,FENC01,C,1.8,79.0,O
1,2024-02-01,MI,HISVD44,C,1.6,79.0,O
1,2024-02-01,MI,SWAPC01,C,2.3,74.25,O
1,2024-02-01,MI,SWARM01,C,7.0,74.25,O
1,2024-02-01,MI,AGRIC01,C,11.6,74.25,O
1,2024-02-01,MI,AENEC01,C,4.9,74.25,O
1,2024-02-01,MI,GSVD117,C,3.1,74.01,O
1,2024-02-01,MI,GSVD116,C,3.3,74.01,O
1,2024-02-01,MI,GESTC01,C,12.7,74.01,O
1,2024-02-01,MI,GESTVD4,C,2.0,74.01,O
1,2024-02-01,MI,WATIC01,C,1.0,74.0,O
1,2024-02-01,MI,ENPRM01,C,9.2,72.25,O
1,2024-02-01,MI,AIREC01,C,5.6,72.25,O
1,2024-02-01,MI,AGRIC01,C,0.4,72.25,O
1,2024-02-01,MI,ENPEC01,C,3.5,72.25,O
1,2024-02-01,MI,EYPC01,C,7.1,72.25,O
1,2024-02-01,MI,GALPWC2,C,0.4,72.14,O
1,2024-02-01,MI,INERM02,C,4.3,72.0,O
1,2024-02-01,MI,INERC01,C,12.3,72.0,O
1,2024-02-01,MI,LAURM01,C,2.1,71.1,O
1,2024-02-01,MI,GOIRM03,C,0.7,71.1,O
1,2024-02-01,MI,GOIRM05,C,0.5,71.1,O
1,2024-02-01,MI,GOIRM01,C,1.0,71.1,O
1,2024-02-01,MI,GOIRM02,C,0.4,71.1,O
1,2024-02-01,MI,EYPC01,C,21.1,71.1,O
1,2024-02-01,MI,GNVD132,C,21.9,71.0,O
1,2024-02-01,MI,GALPWC2,C,0.4,69.14,O
1,2024-02-01,MI,UMEMC01,C,4.4,69.1,O
1,2024-02-01,MI,ENRVD07,C,3.0,69.0,O
1,2024-02-01,MI,GEOAC01,C,3.0,69.0,O
1,2024-02-01,MI,CLIVD36,C,0.1,69.0,O
1,2024-02-01,MI,CLIVD38,C,0.3,69.0,O
1,2024-02-01,MI,FORTC01,C,3.4,69.0,O
1,2024-02-01,MI,FORTIC2,C,3.4,69.0,O
1,2024-02-01,MI,IBEVD17,C,1.5,69.0,O
1,2024-02-01,MI,ICLIC01,C,9.0,69.0,O
1,2024-02-01,MI,ENRVD06,C,0.1,69.0,O
1,2024-02-01,MI,ALUEC01,C,0.5,68.99,O
1,2024-02-01,MI,URAIC01,C,1.0,68.99,O
1,2024-02-01,MI,FORTC01,C,6.7,68.85,O
1,2024-02-01,MI,FORTIC2,C,6.7,68.85,O
1,2024-02-01,MI,HISVD16,C,1.2,68.0,O
1,2024-02-01,MI,HISVD05,C,1.4,68.0,O
1,2024-02-01,MI,HISVD01,C,0.9,68.0,O
1,2024-02-01,MI,HISVD03,C,1.0,68.0,O
1,2024-02-01,MI,HISVD04,C,1.4,68.0,O
1,2024-02-01,MI,URAIC01,C,1.2,68.0,O
1,2024-02-01,MI,COALC01,C,4.5,68.0,O
1,2024-02-01,MI,ETSOC01,C,2.5,68.0,O
1,2024-02-01,MI,HISVD59,C,0.6,68.0,O
1,2024-02-01,MI,HISVD47,C,0.6,68.0,O
1,2024-02-01,MI,HISVD46,C,3.1,68.0,O
1,2024-02-01,MI,HISVD15,C,6.4,68.0,O
1,2024-02-01,MI,HISVD46,C,3.0,67.01,O
1,2024-02-01,MI,HISVD47,C,0.6,67.01,O
1,2024-02-01,MI,HISVD59,C,0.6,67.01,O
1,2024-02-01,MI,HISVD15,C,6.6,67.01,O
1,2024-02-01,MI,HISVD16,C,1.2,67.01,O
1,2024-02-01,MI,HISVD51,C,0.8,67.01,O
1,2024-02-01,MI,HISPC01,C,6.6,67.01,O
1,2024-02-01,MI,HISVD28,C,1.5,67.01,O
1,2024-02-01,MI,HISVD44,C,1.6,67.01,O
1,2024-02-01,MI,HISVD18,C,1.2,67.01,O
1,2024-02-01,MI,HISVD13,C,1.6,67.01,O
1,2024-02-01,MI,HISVD17,C,1.5,67.01,O
1,2024-02-01,MI,HISVD27,C,1.3,67.01,O
1,2024-02-01,MI,VARAC01,C,1.0,66.51,O
1,2024-02-01,MI,GALPWC2,C,0.3,66.26,O
1,2024-02-01,MI,FORTC01,C,2.0,66.05,O
1,2024-02-01,MI,FORTIC2,C,2.0,66.05,O
1,2024-02-01,MI,EGLEC01,C,23.3,66.01,O
1,2024-02-01,MI,TLCRC01,C,3.6,66.0,O
1,2024-02-01,MI,SORXC01,C,25.0,66.0,O
1,2024-02-01,MI,METEC01,C,4.3,65.1,O
1,2024-02-01,MI,WMVD184,C,1.4,65.0,O
1,2024-02-01,MI,WMVD088,C,4.4,65.0,O
1,2024-02-01,MI,GACC01,C,3.1,64.83,O
1,2024-02-01,MI,VARAC01,C,1.0,64.51,O
1,2024-02-01,MI,CENTC01,C,2.0,64.0,O
1,2024-02-01,MI,ALUEC01,C,0.5,64.0,O
1,2024-02-01,MI,UMEMC01,C,1.3,64.0,O
1,2024-02-01,MI,ENDER01,C,1.5,64.0,O
1,2024-02-01,MI,GALPWC2,C,0.4,63.49,O
1,2024-02-01,MI,TAUTC01,C,30.0,62.64,O
1,2024-02-01,MI,VARAC01,C,1.0,62.51,O
1,2024-02-01,MI,METEC01,C,4.3,62.1,O
1,2024-02-01,MI,GALPWC2,C,0.3,61.72,O
1,2024-02-01,MI,VARAC01,C,1.0,60.58,O
1,2024-02-01,MI,GSVD116,C,3.3,60.57,O
1,2024-02-01,MI,GESTC01,C,12.7,60.57,O
1,2024-02-01,MI,GESTVD4,C,2.0,60.57,O
1,2024-02-01,MI,GSVD117,C,3.1,60.57,O
1,2024-02-01,MI,METEC01,C,4.4,59.1,O
1,2024-02-01,MI,EGLEC01,C,24.0,59.01,O
1,2024-02-01,MI,FENC01,C,1.2,59.0,O
1,2024-02-01,MI,HISVD51,C,0.8,59.0,O
1,2024-02-01,MI,HISVD16,C,1.2,59.0,O
1,2024-02-01,MI,HISVD15,C,6.3,59.0,O
1,2024-02-01,MI,HISVD27,C,1.4,59.0,O
1,2024-02-01,MI,CENTC01,C,1.6,59.0,O
1,2024-02-01,MI,UMEMC01,C,0.6,59.0,O
1,2024-02-01,MI,HISVD28,C,1.6,59.0,O
1,2024-02-01,MI,HISVD17,C,1.6,59.0,O
1,2024-02-01,MI,HISPC01,C,6.7,59.0,O
1,2024-02-01,MI,HISVD46,C,3.0,59.0,O
1,2024-02-01,MI,HISVD47,C,0.5,59.0,O
1,2024-02-01,MI,HISVD59,C,0.7,59.0,O
1,2024-02-01,MI,HISVD13,C,1.4,59.0,O
1,2024-02-01,MI,HISVD18,C,1.2,59.0,O
1,2024-02-01,MI,HISVD44,C,1.6,59.0,O
1,2024-02-01,MI,TAUTC01,C,35.0,58.95,O
1,2024-02-01,MI,WWHOC01,C,2.3,58.9,O
1,2024-02-01,MI,MASIC01,C,1.6,58.9,O
1,2024-02-01,MI,LIUPC01,C,0.3,58.9,O
1,2024-02-01,MI,LIDEC01,C,9.2,58.9,O
1,2024-02-01,MI,LCOSC01,C,7.2,58.9,O
1,2024-02-01,MI,LAURM10,C,0.1,58.9,O
1,2024-02-01,MI,LAURM11,C,0.5,58.9,O
1,2024-02-01,MI,LAURM12,C,0.2,58.9,O
1,2024-02-01,MI,LAURM13,C,0.1,58.9,O
1,2024-02-01,MI,LAURM01,C,0.8,58.9,O
1,2024-02-01,MI,LAURM03,C,2.4,58.9,O
1,2024-02-01,MI,LAURM06,C,0.8,58.9,O
1,2024-02-01,MI,VARAC01,C,1.0,58.51,O
1,2024-02-01,MI,GSVD117,C,3.1,57.76,O
1,2024-02-01,MI,GSVD116,C,3.3,57.76,O
1,2024-02-01,MI,GESTC01,C,12.5,57.76,O
1,2024-02-01,MI,GESTVD4,C,2.0,57.76,O
1,2024-02-01,MI,GUADIAB,C,113.0,57.47,O
1,2024-02-01,MI,MUEB,C,205.0,57.1,O
1,2024-02-01,MI,TAMEGAB,C,220.0,56.5,O
1,2024-02-01,MI,METEC01,C,4.3,56.1,O
1,2024-02-01,MI,FORTC01,C,1.3,56.0,O
1,2024-02-01,MI,FORTIC2,C,1.3,56.0,O
1,2024-02-01,MI,TAUTC01,C,40.0,55.26,O
1,2024-02-01,MI,ACAVADB,C,353.0,55.17,O
1,2024-02-01,MI,EBLCO01,C,20.0,55.0,O
1,2024-02-01,MI,MUEB,C,205.0,54.8,O
1,2024-02-01,MI,MUEB,C,190.0,54.1,O
1,2024-02-01,MI,GESTVD4,C,2.0,54.01,O
1,2024-02-01,MI,GSVD116,C,3.4,54.01,O
1,2024-02-01,MI,GSVD117,C,3.1,54.01,O
1,2024-02-01,MI,GESTC01,C,12.8,54.01,O
1,2024-02-01,MI,TLCRC01,C,3.6,54.0,O
1,2024-02-01,MI,MUEB,C,190.0,53.4,O
1,2024-02-01,MI,MUEB,C,190.0,53.3,O
1,2024-02-01,MI,GUADIAB,C,113.0,53.17,O
1,2024-02-01,MI,WMVD184,C,2.2,53.0,O
1,2024-02-01,MI,WMVD088,C,7.0,53.0,O
1,2024-02-01,MI,MUEB,C,205.0,52.8,O
1,2024-02-01,MI,ACAVADB,C,207.0,52.13,O
1,2024-02-01,MI,TAUTC01,C,45.0,51.58,O
1,2024-02-01,MI,GUADIAB,C,115.0,51.19,O
1,2024-02-01,MI,AGUB,C,88.0,50.0,O
1,2024-02-01,MI,ACAVADB,C,353.0,49.73,O
1,2024-02-01,MI,GSVD117,C,0.2,49.01,O
1,2024-02-01,MI,GESTC01,C,53.7,49.01,O
1,2024-02-01,MI,GESTVD4,C,0.8,49.01,O
1,2024-02-01,MI,GSVD116,C,0.2,49.01,O
1,2024-02-01,MI,GSVD117,C,3.0,49.01,O
1,2024-02-01,MI,GESTVD4,C,2.0,49.01,O
1,2024-02-01,MI,GESTC01,C,12.7,49.01,O
1,2024-02-01,MI,GSVD116,C,3.5,49.01,O
1,2024-02-01,MI,FENC01,C,1.8,49.0,O
1,2024-02-01,MI,SORXC01,C,50.0,49.0,O
1,2024-02-01,MI,CENTC01,C,1.3,49.0,O
1,2024-02-01,MI,TAUTC01,C,50.0,47.89,O
1,2024-02-01,MI,PLGRE01,C,6.8,47.05,O
1,2024-02-01,MI,SORXC01,C,50.0,47.0,O
1,2024-02-01,MI,POWEC01,C,75.0,46.9,O
1,2024-02-01,MI,GUADIAB,C,115.0,45.73,O
1,2024-02-01,MI,GSVD116,C,0.2,45.01,O
1,2024-02-01,MI,GSVD117,C,0.2,45.01,O
1,2024-02-01,MI,GESTC01,C,63.5,45.01,O
1,2024-02-01,MI,GESTVD4,C,1.0,45.01,O
1,2024-02-01,MI,SORXC01,C,50.0,45.0,O
1,2024-02-01,MI,AGUB,C,89.0,44.34,O
1,2024-02-01,MI,CENTC01,C,5.1,44.0,O
1,2024-02-01,MI,POWEC01,C,75.0,43.9,O
1,2024-02-01,MI,ACAVADB,C,92.0,43.14,O
1,2024-02-01,MI,SORXC01,C,100.0,43.0,O
1,2024-02-01,MI,AGRIC01,C,20.0,41.06,O
1,2024-02-01,MI,GESTVD4,C,0.7,41.01,O
1,2024-02-01,MI,GESTC01,C,47.7,41.01,O
1,2024-02-01,MI,GSVD116,C,0.1,41.01,O
1,2024-02-01,MI,GSVD117,C,0.1,41.01,O
1,2024-02-01,MI,UFBB,C,52.0,40.0,O
1,2024-02-01,MI,TANB,C,53.0,40.0,O
1,2024-02-01,MI,TLCRC01,C,7.3,39.0,O
1,2024-02-01,MI,FENC01,C,1.2,39.0,O
1,2024-02-01,MI,ACAVADB,C,92.0,38.73,O
1,2024-02-01,MI,AGUB,C,89.0,38.68,O
1,2024-02-01,MI,POWEC01,C,50.0,37.9,O
1,2024-02-01,MI,GESTVD4,C,0.4,37.01,O
1,2024-02-01,MI,GESTC01,C,29.3,37.01,O
1,2024-02-01,MI,GSVD116,C,0.1,37.01,O
1,2024-02-01,MI,GSVD117,C,0.1,37.01,O
1,2024-02-01,MI,ENPEC01,C,8.5,36.06,O
1,2024-02-01,MI,AGRIC01,C,3.0,36.06,O
1,2024-02-01,MI,ENPRM01,C,8.5,36.06,O
1,2024-02-01,MI,UFBB,C,52.0,35.0,O
1,2024-02-01,MI,AGUB,C,89.0,33.02,O
1,2024-02-01,MI,GESTVD4,C,0.3,33.01,O
1,2024-02-01,MI,GESTC01,C,19.5,33.01,O
1,2024-02-01,MI,LCOSC01,C,12.8,31.06,O
1,2024-02-01,MI,AENEC01,C,4.9,31.06,O
1,2024-02-01,MI,ENPRM01,C,2.3,31.06,O
1,2024-02-01,MI,WMVD184,C,1.8,30.0,O
1,2024-02-01,MI,UFBB,C,52.0,30.0,O
1,2024-02-01,MI,WMVD088,C,5.5,30.0,O
1,2024-02-01,MI,AGUB,C,1.0,27.36,O
1,2024-02-01,MI,ADOURO,C,60.0,25.19,O
1,2024-02-01,MI,GOIRM02,C,1.6,24.06,O
1,2024-02-01,MI,LIDEC01,C,7.0,24.06,O
1,2024-02-01,MI,GOIRM03,C,1.3,24.06,O
1,2024-02-01,MI,GOIRM05,C,1.5,24.06,O
1,2024-02-01,MI,GOIRM01,C,1.0,24.06,O
1,2024-02-01,MI,AIREC01,C,4.4,24.06,O
1,2024-02-01,MI,AENEC01,C,3.2,24.06,O
1,2024-02-01,MI,ALIMA,C,153.0,23.47,O
1,2024-02-01,MI,ADOURO,C,23.0,22.73,O
1,2024-02-01,MI,ALIMA,C,150.0,19.73,O
1,2024-02-01,MI,TLCRC01,C,18.2,19.0,O
1,2024-02-01,MI,ADOURO,C,58.0,18.73,O
1,2024-02-01,MI,MASIC01,C,3.4,17.06,O
1,2024-02-01,MI,WWHOC01,C,3.7,17.06,O
1,2024-02-01,MI,LIDEC01,C,3.8,17.06,O
1,2024-02-01,MI,GOIEC01,C,9.1,17.06,O
1,2024-02-01,MI,SIL,C,140.0,15.0,O
1,2024-02-01,MI,ACAVADO,C,64.0,14.73,O
1,2024-02-01,MI,TEMON,C,76.0,14.73,O
1,2024-02-01,MI,DUER,C,240.0,14.0,O
1,2024-02-01,MI,TEMON,C,39.0,13.19,O
1,2024-02-01,MI,ACAVADO,C,118.0,11.47,O
1,2024-02-01,MI,SIL,C,70.0,10.0,O
1,2024-02-01,MI,SILB,C,72.0,9.4,O
1,2024-02-01,MI,TEMON,C,144.0,8.73,O
1,2024-02-01,MI,TAJO,C,250.0,5.0,O
1,2024-02-01,MI,TAJO,C,100.0,4.0,O
1,2024-02-01,MI,DUER,C,80.0,4.0,O
1,2024-02-01,MI,EGVD094,C,0.3,1.5,O
1,2024-02-01,MI,IGVD112,C,2.2,0.0,O
1,2024-02-01,MI,IGVD111,C,3.8,0.0,O
1,2024-02-01,MI,VAN2,C,59.0,-34.98,O
1,2024-02-01,MI,CEVD357,V,0.8,-100.0,O
1,2024-02-01,MI,FORTR01,V,4.4,-100.0,O
1,2024-02-01,MI,WMARC01,V,0.1,-50.0,O
1,2024-02-01,MI,WMVD145,V,0.2,-50.0,O
1,2024-02-01,MI,EUCDR01,V,0.8,-50.0,O
1,2024-02-01,MI,HISVD57,V,8.2,-50.0,O
1,2024-02-01,MI,WMVD204,V,0.8,-50.0,O
1,2024-02-01,MI,WMVD150,V,0.1,-50.0,O
1,2024-02-01,MI,WMVD186,V,0.1,-50.0,O
1,2024-02-01,MI,WMVD090,V,0.3,-50.0,O
1,2024-02-01,MI,NXVD162,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD163,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD166,V,0.2,-31.0,O
1,2024-02-01,MI,NXVD168,V,0.9,-31.0,O
1,2024-02-01,MI,NXVD169,V,1.1,-31.0,O
1,2024-02-01,MI,NXVD171,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD208,V,1.2,-31.0,O
1,2024-02-01,MI,NXVD209,V,0.5,-31.0,O
1,2024-02-01,MI,NXVD117,V,0.4,-31.0,O
1,2024-02-01,MI,NXVD114,V,0.2,-31.0,O
1,2024-02-01,MI,NEXVD88,V,1.5,-31.0,O
1,2024-02-01,MI,NEXVD86,V,0.4,-31.0,O
1,2024-02-01,MI,NEXVD46,V,0.2,-31.0,O
1,2024-02-01,MI,NEXVD33,V,1.4,-31.0,O
1,2024-02-01,MI,NEXVD20,V,43.0,-31.0,O
1,2024-02-01,MI,NXVD312,V,0.2,-31.0,O
1,2024-02-01,MI,NXVD309,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD308,V,0.3,-31.0,O
1,2024-02-01,MI,NXVD210,V,0.2,-31.0,O
1,2024-02-01,MI,NXVD316,V,0.2,-31.0,O
1,2024-02-01,MI,NXVD314,V,0.8,-31.0,O
1,2024-02-01,MI,NXVD313,V,0.3,-31.0,O
1,2024-02-01,MI,NXVD312,V,0.2,-31.0,O
1,2024-02-01,MI,NXVD311,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD310,V,1.6,-31.0,O
1,2024-02-01,MI,NXVD309,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD308,V,0.3,-31.0,O
1,2024-02-01,MI,NXVD237,V,0.3,-31.0,O
1,2024-02-01,MI,NXVD235,V,0.2,-31.0,O
1,2024-02-01,MI,NXVD234,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD228,V,0.1,-31.0,O
1,2024-02-01,MI,NXVD211,V,0.3,-31.0,O
1,2024-02-01,MI,GNRAC01,V,0.9,-25.0,O
1,2024-02-01,MI,SESVD18,V,0.2,-20.0,O
1,2024-02-01,MI,SESVD08,V,0.3,-20.0,O
1,2024-02-01,MI,VGERE05,V,4.8,-20.0,O
1,2024-02-01,MI,COG75RR,V,24.6,-20.0,O
1,2024-02-01,MI,EGVD372,V,0.4,-20.0,O
1,2024-02-01,MI,EGVD076,V,1.8,-20.0,O
1,2024-02-01,MI,EGVD364,V,26.1,-20.0,O
1,2024-02-01,MI,EGVD363,V,27.0,-20.0,O
1,2024-02-01,MI,EGVD365,V,22.6,-20.0,O
1,2024-02-01,MI,EGVD295,V,1.2,-20.0,O
1,2024-02-01,MI,EGVD091,V,1.7,-20.0,O
1,2024-02-01,MI,EGVD090,V,1.7,-20.0,O
1,2024-02-01,MI,GNVD195,V,0.7,-20.0,O
1,2024-02-01,MI,IBCUC01,V,0.2,-13.2,O
1,2024-02-01,MI,EGVD076,V,5.0,-10.01,O
1,2024-02-01,MI,EBLVD55,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD42,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD35,V,1.5,-6.0,O
1,2024-02-01,MI,EBLVD50,V,0.8,-6.0,O
1,2024-02-01,MI,EBLCVD3,V,0.4,-6.0,O
1,2024-02-01,MI,EBLVD36,V,1.8,-6.0,O
1,2024-02-01,MI,EBLCVD3,V,0.2,-6.0,O
1,2024-02-01,MI,EBLCVD4,V,0.2,-6.0,O
1,2024-02-01,MI,EBLCVD4,V,0.2,-6.0,O
1,2024-02-01,MI,EBLCVD6,V,0.4,-6.0,O
1,2024-02-01,MI,EBLCVD8,V,0.8,-6.0,O
1,2024-02-01,MI,EBLVD10,V,0.4,-6.0,O
1,2024-02-01,MI,EBLCVD9,V,0.6,-6.0,O
1,2024-02-01,MI,EBLVD11,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD12,V,0.1,-6.0,O
1,2024-02-01,MI,EBLCVD7,V,0.8,-6.0,O
1,2024-02-01,MI,EBLVD14,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD13,V,0.3,-6.0,O
1,2024-02-01,MI,EBLVD16,V,0.2,-6.0,O
1,2024-02-01,MI,EBLVD15,V,0.2,-6.0,O
1,2024-02-01,MI,EBLVD17,V,0.2,-6.0,O
1,2024-02-01,MI,EBLVD21,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD20,V,0.3,-6.0,O
1,2024-02-01,MI,EBLVD22,V,0.6,-6.0,O
1,2024-02-01,MI,EBLVD59,V,0.3,-6.0,O
1,2024-02-01,MI,EBLVD44,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD51,V,0.4,-6.0,O
1,2024-02-01,MI,EBLVD47,V,0.5,-6.0,O
1,2024-02-01,MI,EBLVD57,V,1.5,-6.0,O
1,2024-02-01,MI,EBLVD58,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD53,V,0.1,-6.0,O
1,2024-02-01,MI,EBLVD46,V,0.2,-6.0,O
1,2024-02-01,MI,CEVD029,V,19.0,-5.0,O
1,2024-02-01,MI,GALPR01,V,8.8,-5.0,O
1,2024-02-01,MI,CEVD054,V,0.1,-5.0,O
1,2024-02-01,MI,CEVD063,V,3.0,-5.0,O
1,2024-02-01,MI,CEVD073,V,22.8,-5.0,O
1,2024-02-01,MI,CEVD282,V,0.3,-5.0,O
1,2024-02-01,MI,CEVD283,V,0.1,-5.0,O
