,Spain,France,Germany,hour,day_of_week,month,date
2024-12-31 23:00:00+00:00,134.49,12.36,2.16,23,1,12,2024-12-31
2025-01-01 00:00:00+00:00,131.59,18.92,1.6,0,2,1,2025-01-01
2025-01-01 01:00:00+00:00,131.49,16.66,0.0,1,2,1,2025-01-01
2025-01-01 02:00:00+00:00,131.42,13.1,-0.01,2,2,1,2025-01-01
2025-01-01 03:00:00+00:00,120.49,5.9,-0.01,3,2,1,2025-01-01
2025-01-01 04:00:00+00:00,112.3,9.27,-0.06,4,2,1,2025-01-01
2025-01-01 05:00:00+00:00,112.3,10.04,-0.09,5,2,1,2025-01-01
2025-01-01 06:00:00+00:00,111.88,7.23,-0.01,6,2,1,2025-01-01
2025-01-01 07:00:00+00:00,112.09,12.83,-0.01,7,2,1,2025-01-01
2025-01-01 08:00:00+00:00,94.99,13.76,-0.04,8,2,1,2025-01-01
2025-01-01 09:00:00+00:00,35.0,17.95,-0.03,9,2,1,2025-01-01
2025-01-01 10:00:00+00:00,20.59,20.59,-0.1,10,2,1,2025-01-01
2025-01-01 11:00:00+00:00,28.11,28.11,-0.05,11,2,1,2025-01-01
2025-01-01 12:00:00+00:00,30.0,30.0,-0.1,12,2,1,2025-01-01
2025-01-01 13:00:00+00:00,21.5,21.5,-1.01,13,2,1,2025-01-01
2025-01-01 14:00:00+00:00,10.68,10.68,-0.01,14,2,1,2025-01-01
2025-01-01 15:00:00+00:00,72.0,20.18,-0.01,15,2,1,2025-01-01
2025-01-01 16:00:00+00:00,125.49,35.72,0.07,16,2,1,2025-01-01
2025-01-01 17:00:00+00:00,149.72,48.06,1.01,17,2,1,2025-01-01
2025-01-01 18:00:00+00:00,150.67,50.14,1.48,18,2,1,2025-01-01
2025-01-01 19:00:00+00:00,152.99,41.5,1.0,19,2,1,2025-01-01
2025-01-01 20:00:00+00:00,151.69,34.93,0.07,20,2,1,2025-01-01
2025-01-01 21:00:00+00:00,147.75,34.69,10.05,21,2,1,2025-01-01
2025-01-01 22:00:00+00:00,133.06,28.04,7.01,22,2,1,2025-01-01
2025-01-01 23:00:00+00:00,137.12,39.84,2.55,23,2,1,2025-01-01
2025-01-02 00:00:00+00:00,123.03,44.1,1.56,0,3,1,2025-01-02
2025-01-02 01:00:00+00:00,100.2,44.7,3.45,1,3,1,2025-01-02
2025-01-02 02:00:00+00:00,99.82,42.92,7.02,2,3,1,2025-01-02
2025-01-02 03:00:00+00:00,99.82,40.15,12.75,3,3,1,2025-01-02
2025-01-02 04:00:00+00:00,100.08,52.51,30.07,4,3,1,2025-01-02
2025-01-02 05:00:00+00:00,128.44,93.3,67.13,5,3,1,2025-01-02
2025-01-02 06:00:00+00:00,143.96,120.03,98.83,6,3,1,2025-01-02
2025-01-02 07:00:00+00:00,152.92,135.52,121.53,7,3,1,2025-01-02
2025-01-02 08:00:00+00:00,152.16,136.48,127.23,8,3,1,2025-01-02
2025-01-02 09:00:00+00:00,129.04,129.04,126.35,9,3,1,2025-01-02
2025-01-02 10:00:00+00:00,125.7,125.7,119.97,10,3,1,2025-01-02
2025-01-02 11:00:00+00:00,125.72,125.72,115.95,11,3,1,2025-01-02
2025-01-02 12:00:00+00:00,119.3,119.3,113.9,12,3,1,2025-01-02
2025-01-02 13:00:00+00:00,124.65,124.65,122.21,13,3,1,2025-01-02
2025-01-02 14:00:00+00:00,130.11,130.11,130.11,14,3,1,2025-01-02
2025-01-02 15:00:00+00:00,139.5,139.5,138.59,15,3,1,2025-01-02
2025-01-02 16:00:00+00:00,153.4,153.4,152.87,16,3,1,2025-01-02
2025-01-02 17:00:00+00:00,159.18,153.15,152.94,17,3,1,2025-01-02
2025-01-02 18:00:00+00:00,160.99,146.66,139.15,18,3,1,2025-01-02
2025-01-02 19:00:00+00:00,161.1,130.6,130.0,19,3,1,2025-01-02
2025-01-02 20:00:00+00:00,157.88,120.62,119.78,20,3,1,2025-01-02
2025-01-02 21:00:00+00:00,152.44,117.89,113.42,21,3,1,2025-01-02
2025-01-02 22:00:00+00:00,140.0,118.56,82.47,22,3,1,2025-01-02
2025-01-02 23:00:00+00:00,121.52,103.88,99.56,23,3,1,2025-01-02
2025-01-03 00:00:00+00:00,104.9,95.18,87.53,0,4,1,2025-01-03
2025-01-03 01:00:00+00:00,93.94,89.94,85.01,1,4,1,2025-01-03
2025-01-03 02:00:00+00:00,91.1,87.67,83.79,2,4,1,2025-01-03
2025-01-03 03:00:00+00:00,88.46,84.06,77.5,3,4,1,2025-01-03
2025-01-03 04:00:00+00:00,92.25,92.25,79.88,4,4,1,2025-01-03
2025-01-03 05:00:00+00:00,100.14,100.14,83.56,5,4,1,2025-01-03
2025-01-03 06:00:00+00:00,126.0,119.27,78.43,6,4,1,2025-01-03
2025-01-03 07:00:00+00:00,141.2,127.28,82.57,7,4,1,2025-01-03
2025-01-03 08:00:00+00:00,138.0,132.97,80.76,8,4,1,2025-01-03
2025-01-03 09:00:00+00:00,130.52,130.52,77.64,9,4,1,2025-01-03
2025-01-03 10:00:00+00:00,123.2,123.2,70.48,10,4,1,2025-01-03
2025-01-03 11:00:00+00:00,113.51,113.51,69.94,11,4,1,2025-01-03
2025-01-03 12:00:00+00:00,107.6,107.6,77.8,12,4,1,2025-01-03
2025-01-03 13:00:00+00:00,105.88,105.88,78.81,13,4,1,2025-01-03
2025-01-03 14:00:00+00:00,110.22,110.22,85.29,14,4,1,2025-01-03
2025-01-03 15:00:00+00:00,123.2,123.2,105.51,15,4,1,2025-01-03
2025-01-03 16:00:00+00:00,141.2,141.2,116.66,16,4,1,2025-01-03
2025-01-03 17:00:00+00:00,149.62,144.48,115.06,17,4,1,2025-01-03
2025-01-03 18:00:00+00:00,151.25,141.43,114.91,18,4,1,2025-01-03
2025-01-03 19:00:00+00:00,151.25,133.2,113.3,19,4,1,2025-01-03
2025-01-03 20:00:00+00:00,149.12,119.9,107.8,20,4,1,2025-01-03
2025-01-03 21:00:00+00:00,145.58,123.58,98.22,21,4,1,2025-01-03
2025-01-03 22:00:00+00:00,136.42,126.09,88.57,22,4,1,2025-01-03
2025-01-03 23:00:00+00:00,109.06,109.06,90.43,23,4,1,2025-01-03
2025-01-04 00:00:00+00:00,101.0,101.0,90.29,0,5,1,2025-01-04
2025-01-04 01:00:00+00:00,95.53,95.53,90.2,1,5,1,2025-01-04
2025-01-04 02:00:00+00:00,94.33,94.33,91.52,2,5,1,2025-01-04
2025-01-04 03:00:00+00:00,96.62,96.62,95.95,3,5,1,2025-01-04
2025-01-04 04:00:00+00:00,102.63,102.63,102.11,4,5,1,2025-01-04
2025-01-04 05:00:00+00:00,110.89,110.89,110.66,5,5,1,2025-01-04
2025-01-04 06:00:00+00:00,120.25,120.25,119.96,6,5,1,2025-01-04
2025-01-04 07:00:00+00:00,128.39,128.39,128.39,7,5,1,2025-01-04
2025-01-04 08:00:00+00:00,128.41,130.75,130.75,8,5,1,2025-01-04
2025-01-04 09:00:00+00:00,118.99,130.34,130.34,9,5,1,2025-01-04
2025-01-04 10:00:00+00:00,99.0,128.29,128.29,10,5,1,2025-01-04
2025-01-04 11:00:00+00:00,82.52,130.03,130.03,11,5,1,2025-01-04
2025-01-04 12:00:00+00:00,82.27,129.85,129.85,12,5,1,2025-01-04
2025-01-04 13:00:00+00:00,88.22,136.4,136.4,13,5,1,2025-01-04
2025-01-04 14:00:00+00:00,97.35,138.89,138.72,14,5,1,2025-01-04
2025-01-04 15:00:00+00:00,119.47,133.52,142.0,15,5,1,2025-01-04
2025-01-04 16:00:00+00:00,134.63,136.78,151.24,16,5,1,2025-01-04
2025-01-04 17:00:00+00:00,145.0,145.0,143.85,17,5,1,2025-01-04
2025-01-04 18:00:00+00:00,139.73,139.73,137.96,18,5,1,2025-01-04
2025-01-04 19:00:00+00:00,130.49,130.49,129.49,19,5,1,2025-01-04
2025-01-04 20:00:00+00:00,123.82,123.82,122.83,20,5,1,2025-01-04
2025-01-04 21:00:00+00:00,119.23,119.23,118.29,21,5,1,2025-01-04
2025-01-04 22:00:00+00:00,109.9,109.9,109.49,22,5,1,2025-01-04
2025-01-04 23:00:00+00:00,101.77,101.77,113.84,23,5,1,2025-01-04
2025-01-05 00:00:00+00:00,70.5,70.5,100.33,0,6,1,2025-01-05
2025-01-05 01:00:00+00:00,64.81,64.81,93.61,1,6,1,2025-01-05
2025-01-05 02:00:00+00:00,46.7,46.7,93.87,2,6,1,2025-01-05
2025-01-05 03:00:00+00:00,43.87,43.87,89.38,3,6,1,2025-01-05
2025-01-05 04:00:00+00:00,36.61,36.61,83.55,4,6,1,2025-01-05
2025-01-05 05:00:00+00:00,34.04,34.04,83.92,5,6,1,2025-01-05
2025-01-05 06:00:00+00:00,44.0,44.0,82.53,6,6,1,2025-01-05
2025-01-05 07:00:00+00:00,51.27,51.27,84.05,7,6,1,2025-01-05
2025-01-05 08:00:00+00:00,50.0,50.0,89.15,8,6,1,2025-01-05
2025-01-05 09:00:00+00:00,49.81,49.81,82.95,9,6,1,2025-01-05
2025-01-05 10:00:00+00:00,43.05,43.05,88.82,10,6,1,2025-01-05
2025-01-05 11:00:00+00:00,45.74,45.74,81.66,11,6,1,2025-01-05
2025-01-05 12:00:00+00:00,35.19,35.19,78.39,12,6,1,2025-01-05
2025-01-05 13:00:00+00:00,30.0,30.0,68.0,13,6,1,2025-01-05
2025-01-05 14:00:00+00:00,28.0,28.0,50.64,14,6,1,2025-01-05
2025-01-05 15:00:00+00:00,35.22,35.22,49.91,15,6,1,2025-01-05
2025-01-05 16:00:00+00:00,57.72,57.72,66.3,16,6,1,2025-01-05
2025-01-05 17:00:00+00:00,64.81,64.81,65.05,17,6,1,2025-01-05
2025-01-05 18:00:00+00:00,64.81,59.06,51.28,18,6,1,2025-01-05
2025-01-05 19:00:00+00:00,65.2,50.97,36.85,19,6,1,2025-01-05
2025-01-05 20:00:00+00:00,68.5,48.89,36.8,20,6,1,2025-01-05
2025-01-05 21:00:00+00:00,60.0,38.22,34.68,21,6,1,2025-01-05
2025-01-05 22:00:00+00:00,43.01,20.55,28.14,22,6,1,2025-01-05
2025-01-05 23:00:00+00:00,13.28,13.28,27.52,23,6,1,2025-01-05
2025-01-06 00:00:00+00:00,8.35,8.35,19.26,0,0,1,2025-01-06
2025-01-06 01:00:00+00:00,5.23,5.23,11.35,1,0,1,2025-01-06
2025-01-06 02:00:00+00:00,3.52,3.52,9.2,2,0,1,2025-01-06
2025-01-06 03:00:00+00:00,3.52,3.52,10.0,3,0,1,2025-01-06
2025-01-06 04:00:00+00:00,5.61,5.61,14.81,4,0,1,2025-01-06
2025-01-06 05:00:00+00:00,11.27,11.27,23.82,5,0,1,2025-01-06
2025-01-06 06:00:00+00:00,37.0,37.0,31.72,6,0,1,2025-01-06
2025-01-06 07:00:00+00:00,58.15,58.15,41.37,7,0,1,2025-01-06
2025-01-06 08:00:00+00:00,51.15,51.15,36.36,8,0,1,2025-01-06
2025-01-06 09:00:00+00:00,40.81,40.81,34.69,9,0,1,2025-01-06
2025-01-06 10:00:00+00:00,32.83,32.83,32.83,10,0,1,2025-01-06
2025-01-06 11:00:00+00:00,31.28,31.28,31.28,11,0,1,2025-01-06
2025-01-06 12:00:00+00:00,22.99,28.6,28.6,12,0,1,2025-01-06
2025-01-06 13:00:00+00:00,14.0,26.95,25.61,13,0,1,2025-01-06
2025-01-06 14:00:00+00:00,14.0,26.32,26.32,14,0,1,2025-01-06
2025-01-06 15:00:00+00:00,38.49,38.49,26.87,15,0,1,2025-01-06
2025-01-06 16:00:00+00:00,67.5,67.5,31.66,16,0,1,2025-01-06
2025-01-06 17:00:00+00:00,91.4,88.34,31.58,17,0,1,2025-01-06
2025-01-06 18:00:00+00:00,110.0,79.66,28.74,18,0,1,2025-01-06
2025-01-06 19:00:00+00:00,116.2,67.18,26.59,19,0,1,2025-01-06
2025-01-06 20:00:00+00:00,117.78,48.79,13.82,20,0,1,2025-01-06
2025-01-06 21:00:00+00:00,105.93,48.02,26.94,21,0,1,2025-01-06
2025-01-06 22:00:00+00:00,90.0,28.8,12.99,22,0,1,2025-01-06
2025-01-06 23:00:00+00:00,64.07,20.88,19.07,23,0,1,2025-01-06
2025-01-07 00:00:00+00:00,60.0,6.66,8.71,0,1,1,2025-01-07
2025-01-07 01:00:00+00:00,49.9,12.54,8.9,1,1,1,2025-01-07
2025-01-07 02:00:00+00:00,38.41,5.59,5.01,2,1,1,2025-01-07
2025-01-07 03:00:00+00:00,19.2,0.4,5.13,3,1,1,2025-01-07
2025-01-07 04:00:00+00:00,38.7,12.49,5.8,4,1,1,2025-01-07
2025-01-07 05:00:00+00:00,60.08,60.01,48.86,5,1,1,2025-01-07
2025-01-07 06:00:00+00:00,97.56,97.56,76.83,6,1,1,2025-01-07
2025-01-07 07:00:00+00:00,115.0,115.0,85.08,7,1,1,2025-01-07
2025-01-07 08:00:00+00:00,105.18,105.18,84.24,8,1,1,2025-01-07
2025-01-07 09:00:00+00:00,93.49,93.49,75.25,9,1,1,2025-01-07
2025-01-07 10:00:00+00:00,74.93,74.93,62.8,10,1,1,2025-01-07
2025-01-07 11:00:00+00:00,71.25,71.25,62.44,11,1,1,2025-01-07
2025-01-07 12:00:00+00:00,71.62,73.12,63.9,12,1,1,2025-01-07
2025-01-07 13:00:00+00:00,72.57,79.76,72.56,13,1,1,2025-01-07
2025-01-07 14:00:00+00:00,85.0,85.0,78.11,14,1,1,2025-01-07
2025-01-07 15:00:00+00:00,100.64,100.64,79.98,15,1,1,2025-01-07
2025-01-07 16:00:00+00:00,118.34,118.34,96.03,16,1,1,2025-01-07
2025-01-07 17:00:00+00:00,128.87,128.87,101.11,17,1,1,2025-01-07
2025-01-07 18:00:00+00:00,125.0,125.0,86.21,18,1,1,2025-01-07
2025-01-07 19:00:00+00:00,113.97,107.24,78.01,19,1,1,2025-01-07
2025-01-07 20:00:00+00:00,110.76,100.55,72.45,20,1,1,2025-01-07
2025-01-07 21:00:00+00:00,98.53,98.53,72.45,21,1,1,2025-01-07
2025-01-07 22:00:00+00:00,89.27,89.27,50.04,22,1,1,2025-01-07
2025-01-07 23:00:00+00:00,74.23,74.23,71.05,23,1,1,2025-01-07
2025-01-08 00:00:00+00:00,69.5,69.5,68.01,0,2,1,2025-01-08
2025-01-08 01:00:00+00:00,59.97,59.97,63.34,1,2,1,2025-01-08
2025-01-08 02:00:00+00:00,53.0,53.0,57.01,2,2,1,2025-01-08
2025-01-08 03:00:00+00:00,59.52,59.52,66.29,3,2,1,2025-01-08
2025-01-08 04:00:00+00:00,70.2,70.2,72.07,4,2,1,2025-01-08
2025-01-08 05:00:00+00:00,97.41,97.41,82.7,5,2,1,2025-01-08
2025-01-08 06:00:00+00:00,124.39,124.39,100.73,6,2,1,2025-01-08
2025-01-08 07:00:00+00:00,135.01,135.01,128.22,7,2,1,2025-01-08
2025-01-08 08:00:00+00:00,130.01,131.32,108.18,8,2,1,2025-01-08
2025-01-08 09:00:00+00:00,108.8,125.04,94.65,9,2,1,2025-01-08
2025-01-08 10:00:00+00:00,104.46,104.46,100.01,10,2,1,2025-01-08
2025-01-08 11:00:00+00:00,97.57,97.57,89.99,11,2,1,2025-01-08
2025-01-08 12:00:00+00:00,90.79,100.21,97.2,12,2,1,2025-01-08
2025-01-08 13:00:00+00:00,88.81,110.19,110.19,13,2,1,2025-01-08
2025-01-08 14:00:00+00:00,90.01,126.62,127.8,14,2,1,2025-01-08
2025-01-08 15:00:00+00:00,105.48,124.05,135.82,15,2,1,2025-01-08
2025-01-08 16:00:00+00:00,113.75,124.58,155.46,16,2,1,2025-01-08
2025-01-08 17:00:00+00:00,122.0,137.58,149.23,17,2,1,2025-01-08
2025-01-08 18:00:00+00:00,131.0,131.0,146.48,18,2,1,2025-01-08
2025-01-08 19:00:00+00:00,124.81,124.81,136.86,19,2,1,2025-01-08
2025-01-08 20:00:00+00:00,112.66,112.66,127.86,20,2,1,2025-01-08
2025-01-08 21:00:00+00:00,111.9,111.9,115.92,21,2,1,2025-01-08
2025-01-08 22:00:00+00:00,98.77,98.77,103.59,22,2,1,2025-01-08
2025-01-08 23:00:00+00:00,60.38,60.38,101.44,23,2,1,2025-01-08
2025-01-09 00:00:00+00:00,49.9,49.9,100.0,0,3,1,2025-01-09
2025-01-09 01:00:00+00:00,40.52,51.86,98.77,1,3,1,2025-01-09
2025-01-09 02:00:00+00:00,25.61,25.61,95.22,2,3,1,2025-01-09
2025-01-09 03:00:00+00:00,13.01,13.01,98.28,3,3,1,2025-01-09
2025-01-09 04:00:00+00:00,30.29,30.29,102.65,4,3,1,2025-01-09
2025-01-09 05:00:00+00:00,60.08,60.08,133.54,5,3,1,2025-01-09
2025-01-09 06:00:00+00:00,90.79,90.79,148.8,6,3,1,2025-01-09
2025-01-09 07:00:00+00:00,100.99,100.99,164.88,7,3,1,2025-01-09
2025-01-09 08:00:00+00:00,102.44,102.44,156.15,8,3,1,2025-01-09
2025-01-09 09:00:00+00:00,97.45,97.45,147.64,9,3,1,2025-01-09
2025-01-09 10:00:00+00:00,90.41,90.41,140.21,10,3,1,2025-01-09
2025-01-09 11:00:00+00:00,88.34,94.75,128.18,11,3,1,2025-01-09
2025-01-09 12:00:00+00:00,79.9,84.19,121.15,12,3,1,2025-01-09
2025-01-09 13:00:00+00:00,79.05,80.89,123.95,13,3,1,2025-01-09
2025-01-09 14:00:00+00:00,85.09,88.11,127.53,14,3,1,2025-01-09
2025-01-09 15:00:00+00:00,109.4,109.4,123.75,15,3,1,2025-01-09
2025-01-09 16:00:00+00:00,131.62,131.62,130.91,16,3,1,2025-01-09
2025-01-09 17:00:00+00:00,135.73,135.73,134.75,17,3,1,2025-01-09
2025-01-09 18:00:00+00:00,135.01,135.01,125.44,18,3,1,2025-01-09
2025-01-09 19:00:00+00:00,141.27,120.36,119.23,19,3,1,2025-01-09
2025-01-09 20:00:00+00:00,135.01,105.8,104.99,20,3,1,2025-01-09
2025-01-09 21:00:00+00:00,114.38,101.43,101.1,21,3,1,2025-01-09
2025-01-09 22:00:00+00:00,101.0,94.26,88.19,22,3,1,2025-01-09
2025-01-09 23:00:00+00:00,98.11,86.82,84.79,23,3,1,2025-01-09
2025-01-10 00:00:00+00:00,80.25,80.25,80.23,0,4,1,2025-01-10
2025-01-10 01:00:00+00:00,72.09,72.09,71.29,1,4,1,2025-01-10
2025-01-10 02:00:00+00:00,69.94,69.94,69.05,2,4,1,2025-01-10
2025-01-10 03:00:00+00:00,70.07,70.07,69.89,3,4,1,2025-01-10
2025-01-10 04:00:00+00:00,85.06,85.06,83.9,4,4,1,2025-01-10
2025-01-10 05:00:00+00:00,101.8,101.8,99.09,5,4,1,2025-01-10
2025-01-10 06:00:00+00:00,126.12,126.12,123.92,6,4,1,2025-01-10
2025-01-10 07:00:00+00:00,140.33,140.33,139.47,7,4,1,2025-01-10
2025-01-10 08:00:00+00:00,137.22,137.22,136.92,8,4,1,2025-01-10
2025-01-10 09:00:00+00:00,123.57,123.57,123.57,9,4,1,2025-01-10
2025-01-10 10:00:00+00:00,113.59,113.59,113.59,10,4,1,2025-01-10
2025-01-10 11:00:00+00:00,107.43,107.43,107.43,11,4,1,2025-01-10
2025-01-10 12:00:00+00:00,105.01,105.01,105.01,12,4,1,2025-01-10
2025-01-10 13:00:00+00:00,108.18,110.01,110.01,13,4,1,2025-01-10
2025-01-10 14:00:00+00:00,111.61,128.69,128.69,14,4,1,2025-01-10
2025-01-10 15:00:00+00:00,118.76,135.57,134.87,15,4,1,2025-01-10
2025-01-10 16:00:00+00:00,132.58,142.72,142.56,16,4,1,2025-01-10
2025-01-10 17:00:00+00:00,144.28,144.28,144.12,17,4,1,2025-01-10
2025-01-10 18:00:00+00:00,141.27,141.27,141.05,18,4,1,2025-01-10
2025-01-10 19:00:00+00:00,134.83,134.83,134.82,19,4,1,2025-01-10
2025-01-10 20:00:00+00:00,122.51,122.51,122.51,20,4,1,2025-01-10
2025-01-10 21:00:00+00:00,119.79,119.79,119.77,21,4,1,2025-01-10
2025-01-10 22:00:00+00:00,112.0,112.0,111.71,22,4,1,2025-01-10
2025-01-10 23:00:00+00:00,112.0,112.0,106.64,23,4,1,2025-01-10
2025-01-11 00:00:00+00:00,100.61,100.61,98.99,0,5,1,2025-01-11
2025-01-11 01:00:00+00:00,96.32,96.32,95.71,1,5,1,2025-01-11
2025-01-11 02:00:00+00:00,84.49,92.02,89.45,2,5,1,2025-01-11
2025-01-11 03:00:00+00:00,79.78,90.82,88.35,3,5,1,2025-01-11
2025-01-11 04:00:00+00:00,84.1,92.16,88.4,4,5,1,2025-01-11
2025-01-11 05:00:00+00:00,95.46,95.46,88.13,5,5,1,2025-01-11
2025-01-11 06:00:00+00:00,84.9,104.07,94.68,6,5,1,2025-01-11
2025-01-11 07:00:00+00:00,97.0,115.85,107.65,7,5,1,2025-01-11
2025-01-11 08:00:00+00:00,105.53,118.19,103.14,8,5,1,2025-01-11
2025-01-11 09:00:00+00:00,109.71,114.24,101.13,9,5,1,2025-01-11
2025-01-11 10:00:00+00:00,87.14,100.58,99.56,10,5,1,2025-01-11
2025-01-11 11:00:00+00:00,78.78,97.14,96.74,11,5,1,2025-01-11
2025-01-11 12:00:00+00:00,70.0,93.15,93.15,12,5,1,2025-01-11
2025-01-11 13:00:00+00:00,64.75,95.74,94.9,13,5,1,2025-01-11
2025-01-11 14:00:00+00:00,60.3,105.05,104.89,14,5,1,2025-01-11
2025-01-11 15:00:00+00:00,78.91,113.29,112.12,15,5,1,2025-01-11
2025-01-11 16:00:00+00:00,113.3,120.97,119.8,16,5,1,2025-01-11
2025-01-11 17:00:00+00:00,118.87,123.86,122.34,17,5,1,2025-01-11
2025-01-11 18:00:00+00:00,123.55,123.55,114.85,18,5,1,2025-01-11
2025-01-11 19:00:00+00:00,119.95,119.95,111.19,19,5,1,2025-01-11
2025-01-11 20:00:00+00:00,116.2,116.2,104.8,20,5,1,2025-01-11
2025-01-11 21:00:00+00:00,113.27,113.27,103.07,21,5,1,2025-01-11
2025-01-11 22:00:00+00:00,106.1,106.1,105.69,22,5,1,2025-01-11
2025-01-11 23:00:00+00:00,110.36,110.36,83.58,23,5,1,2025-01-11
2025-01-12 00:00:00+00:00,97.57,97.57,83.79,0,6,1,2025-01-12
2025-01-12 01:00:00+00:00,90.0,90.0,86.75,1,6,1,2025-01-12
2025-01-12 02:00:00+00:00,85.91,85.91,84.2,2,6,1,2025-01-12
2025-01-12 03:00:00+00:00,85.0,85.0,85.0,3,6,1,2025-01-12
2025-01-12 04:00:00+00:00,85.2,85.7,83.75,4,6,1,2025-01-12
2025-01-12 05:00:00+00:00,85.65,90.13,85.9,5,6,1,2025-01-12
2025-01-12 06:00:00+00:00,79.63,101.75,101.75,6,6,1,2025-01-12
2025-01-12 07:00:00+00:00,85.2,114.97,114.67,7,6,1,2025-01-12
2025-01-12 08:00:00+00:00,77.24,120.07,120.07,8,6,1,2025-01-12
2025-01-12 09:00:00+00:00,40.0,117.77,117.77,9,6,1,2025-01-12
2025-01-12 10:00:00+00:00,12.17,105.61,105.61,10,6,1,2025-01-12
2025-01-12 11:00:00+00:00,3.6,102.99,102.99,11,6,1,2025-01-12
2025-01-12 12:00:00+00:00,3.52,99.61,99.61,12,6,1,2025-01-12
2025-01-12 13:00:00+00:00,3.52,95.4,104.74,13,6,1,2025-01-12
2025-01-12 14:00:00+00:00,2.4,101.24,118.7,14,6,1,2025-01-12
2025-01-12 15:00:00+00:00,10.96,109.56,132.92,15,6,1,2025-01-12
2025-01-12 16:00:00+00:00,89.07,120.61,141.0,16,6,1,2025-01-12
2025-01-12 17:00:00+00:00,116.28,146.66,146.66,17,6,1,2025-01-12
2025-01-12 18:00:00+00:00,126.8,138.07,143.66,18,6,1,2025-01-12
2025-01-12 19:00:00+00:00,124.0,124.0,134.86,19,6,1,2025-01-12
2025-01-12 20:00:00+00:00,123.67,123.67,127.49,20,6,1,2025-01-12
2025-01-12 21:00:00+00:00,116.73,116.73,121.2,21,6,1,2025-01-12
2025-01-12 22:00:00+00:00,114.9,114.9,114.9,22,6,1,2025-01-12
2025-01-12 23:00:00+00:00,112.39,112.39,112.39,23,6,1,2025-01-12
2025-01-13 00:00:00+00:00,105.07,105.07,105.07,0,0,1,2025-01-13
2025-01-13 01:00:00+00:00,104.46,104.46,104.46,1,0,1,2025-01-13
2025-01-13 02:00:00+00:00,100.37,100.37,100.37,2,0,1,2025-01-13
2025-01-13 03:00:00+00:00,100.0,100.0,100.0,3,0,1,2025-01-13
2025-01-13 04:00:00+00:00,109.13,109.13,110.11,4,0,1,2025-01-13
2025-01-13 05:00:00+00:00,127.14,127.14,140.28,5,0,1,2025-01-13
2025-01-13 06:00:00+00:00,141.29,150.16,181.92,6,0,1,2025-01-13
2025-01-13 07:00:00+00:00,180.0,186.0,223.09,7,0,1,2025-01-13
2025-01-13 08:00:00+00:00,145.67,146.5,174.09,8,0,1,2025-01-13
2025-01-13 09:00:00+00:00,128.38,128.38,141.69,9,0,1,2025-01-13
2025-01-13 10:00:00+00:00,111.92,116.13,115.73,10,0,1,2025-01-13
2025-01-13 11:00:00+00:00,105.22,105.69,104.1,11,0,1,2025-01-13
2025-01-13 12:00:00+00:00,100.81,100.81,103.04,12,0,1,2025-01-13
2025-01-13 13:00:00+00:00,104.91,104.91,104.67,13,0,1,2025-01-13
2025-01-13 14:00:00+00:00,110.72,112.59,138.2,14,0,1,2025-01-13
2025-01-13 15:00:00+00:00,126.64,126.64,142.62,15,0,1,2025-01-13
2025-01-13 16:00:00+00:00,145.37,148.7,149.0,16,0,1,2025-01-13
2025-01-13 17:00:00+00:00,157.07,157.07,149.0,17,0,1,2025-01-13
2025-01-13 18:00:00+00:00,158.39,158.39,139.73,18,0,1,2025-01-13
2025-01-13 19:00:00+00:00,146.39,141.32,123.18,19,0,1,2025-01-13
2025-01-13 20:00:00+00:00,143.02,122.59,120.22,20,0,1,2025-01-13
2025-01-13 21:00:00+00:00,135.01,121.41,115.57,21,0,1,2025-01-13
2025-01-13 22:00:00+00:00,120.1,120.1,102.31,22,0,1,2025-01-13
2025-01-13 23:00:00+00:00,122.19,122.19,106.38,23,0,1,2025-01-13
2025-01-14 00:00:00+00:00,117.67,117.67,103.7,0,1,1,2025-01-14
2025-01-14 01:00:00+00:00,114.53,114.53,99.08,1,1,1,2025-01-14
2025-01-14 02:00:00+00:00,112.2,112.2,97.99,2,1,1,2025-01-14
2025-01-14 03:00:00+00:00,112.2,112.2,101.88,3,1,1,2025-01-14
2025-01-14 04:00:00+00:00,114.34,114.34,107.64,4,1,1,2025-01-14
2025-01-14 05:00:00+00:00,138.52,138.52,123.4,5,1,1,2025-01-14
2025-01-14 06:00:00+00:00,156.0,161.02,156.62,6,1,1,2025-01-14
2025-01-14 07:00:00+00:00,186.54,186.54,184.03,7,1,1,2025-01-14
2025-01-14 08:00:00+00:00,152.47,152.47,151.86,8,1,1,2025-01-14
2025-01-14 09:00:00+00:00,133.76,133.76,117.62,9,1,1,2025-01-14
2025-01-14 10:00:00+00:00,114.53,114.53,109.31,10,1,1,2025-01-14
2025-01-14 11:00:00+00:00,112.37,112.37,103.11,11,1,1,2025-01-14
2025-01-14 12:00:00+00:00,111.63,111.63,108.11,12,1,1,2025-01-14
2025-01-14 13:00:00+00:00,114.53,116.44,115.35,13,1,1,2025-01-14
2025-01-14 14:00:00+00:00,115.03,129.11,125.35,14,1,1,2025-01-14
2025-01-14 15:00:00+00:00,132.53,145.13,141.97,15,1,1,2025-01-14
2025-01-14 16:00:00+00:00,160.87,169.66,165.86,16,1,1,2025-01-14
2025-01-14 17:00:00+00:00,188.31,188.31,170.07,17,1,1,2025-01-14
2025-01-14 18:00:00+00:00,189.54,189.54,158.38,18,1,1,2025-01-14
