,Spain,France,Germany,hour,day_of_week,month,date
2025-02-02 08:00:00+00:00,133.38,137.7,137.7,8,6,2,2025-02-02
2025-02-02 09:00:00+00:00,121.75,130.04,130.04,9,6,2,2025-02-02
2025-02-02 10:00:00+00:00,100.08,129.33,129.33,10,6,2,2025-02-02
2025-02-02 11:00:00+00:00,92.88,122.24,122.24,11,6,2,2025-02-02
2025-02-02 12:00:00+00:00,95.0,111.88,111.88,12,6,2,2025-02-02
2025-02-02 13:00:00+00:00,95.0,110.45,116.42,13,6,2,2025-02-02
2025-02-02 14:00:00+00:00,99.45,103.27,127.97,14,6,2,2025-02-02
2025-02-02 15:00:00+00:00,101.26,101.26,151.21,15,6,2,2025-02-02
2025-02-02 16:00:00+00:00,130.78,132.8,164.03,16,6,2,2025-02-02
2025-02-02 17:00:00+00:00,164.14,164.67,172.49,17,6,2,2025-02-02
2025-02-02 18:00:00+00:00,173.95,173.95,173.95,18,6,2,2025-02-02
2025-02-02 19:00:00+00:00,165.5,165.5,165.5,19,6,2,2025-02-02
2025-02-02 20:00:00+00:00,155.77,155.77,155.77,20,6,2,2025-02-02
2025-02-02 21:00:00+00:00,148.44,148.44,148.44,21,6,2,2025-02-02
2025-02-02 22:00:00+00:00,133.24,133.24,133.24,22,6,2,2025-02-02
2025-02-02 23:00:00+00:00,116.41,129.54,129.54,23,6,2,2025-02-02
2025-02-03 00:00:00+00:00,102.53,126.63,126.63,0,0,2,2025-02-03
2025-02-03 01:00:00+00:00,102.19,124.72,124.72,1,0,2,2025-02-03
2025-02-03 02:00:00+00:00,102.53,120.04,120.04,2,0,2,2025-02-03
2025-02-03 03:00:00+00:00,102.45,123.24,123.24,3,0,2,2025-02-03
2025-02-03 04:00:00+00:00,106.87,127.77,127.77,4,0,2,2025-02-03
2025-02-03 05:00:00+00:00,102.19,159.18,159.18,5,0,2,2025-02-03
2025-02-03 06:00:00+00:00,144.3,207.88,207.88,6,0,2,2025-02-03
2025-02-03 07:00:00+00:00,165.0,243.23,243.23,7,0,2,2025-02-03
2025-02-03 08:00:00+00:00,145.1,178.04,178.04,8,0,2,2025-02-03
2025-02-03 09:00:00+00:00,111.0,149.95,149.95,9,0,2,2025-02-03
2025-02-03 10:00:00+00:00,102.6,126.69,126.05,10,0,2,2025-02-03
2025-02-03 11:00:00+00:00,102.49,117.27,117.27,11,0,2,2025-02-03
2025-02-03 12:00:00+00:00,102.45,115.19,115.29,12,0,2,2025-02-03
2025-02-03 13:00:00+00:00,102.45,122.73,124.18,13,0,2,2025-02-03
2025-02-03 14:00:00+00:00,112.0,135.33,145.86,14,0,2,2025-02-03
2025-02-03 15:00:00+00:00,123.52,135.13,170.71,15,0,2,2025-02-03
2025-02-03 16:00:00+00:00,145.05,170.64,216.0,16,0,2,2025-02-03
2025-02-03 17:00:00+00:00,200.73,200.73,200.73,17,0,2,2025-02-03
2025-02-03 18:00:00+00:00,201.1,201.1,201.1,18,0,2,2025-02-03
2025-02-03 19:00:00+00:00,227.51,167.74,167.74,19,0,2,2025-02-03
2025-02-03 20:00:00+00:00,186.0,153.0,153.0,20,0,2,2025-02-03
2025-02-03 21:00:00+00:00,150.92,144.09,144.23,21,0,2,2025-02-03
2025-02-03 22:00:00+00:00,135.81,135.81,135.81,22,0,2,2025-02-03
2025-02-03 23:00:00+00:00,132.4,132.4,132.4,23,0,2,2025-02-03
2025-02-04 00:00:00+00:00,125.54,125.54,125.54,0,1,2,2025-02-04
2025-02-04 01:00:00+00:00,123.18,123.18,123.18,1,1,2,2025-02-04
2025-02-04 02:00:00+00:00,123.99,123.99,123.99,2,1,2,2025-02-04
2025-02-04 03:00:00+00:00,123.25,123.25,123.25,3,1,2,2025-02-04
2025-02-04 04:00:00+00:00,127.63,127.63,127.63,4,1,2,2025-02-04
2025-02-04 05:00:00+00:00,146.18,151.95,155.42,5,1,2,2025-02-04
2025-02-04 06:00:00+00:00,187.5,187.5,192.24,6,1,2,2025-02-04
2025-02-04 07:00:00+00:00,211.99,211.99,211.99,7,1,2,2025-02-04
2025-02-04 08:00:00+00:00,162.11,163.31,163.31,8,1,2,2025-02-04
2025-02-04 09:00:00+00:00,133.32,136.53,136.53,9,1,2,2025-02-04
2025-02-04 10:00:00+00:00,113.99,127.8,126.57,10,1,2,2025-02-04
2025-02-04 11:00:00+00:00,103.77,122.71,116.89,11,1,2,2025-02-04
2025-02-04 12:00:00+00:00,102.5,113.26,113.17,12,1,2,2025-02-04
2025-02-04 13:00:00+00:00,100.39,120.09,120.09,13,1,2,2025-02-04
2025-02-04 14:00:00+00:00,100.52,124.97,127.47,14,1,2,2025-02-04
2025-02-04 15:00:00+00:00,106.5,122.57,164.81,15,1,2,2025-02-04
2025-02-04 16:00:00+00:00,134.32,134.32,168.99,16,1,2,2025-02-04
2025-02-04 17:00:00+00:00,175.0,175.0,175.0,17,1,2,2025-02-04
2025-02-04 18:00:00+00:00,216.38,173.92,162.04,18,1,2,2025-02-04
2025-02-04 19:00:00+00:00,240.0,152.47,145.01,19,1,2,2025-02-04
2025-02-04 20:00:00+00:00,164.07,132.91,132.43,20,1,2,2025-02-04
2025-02-04 21:00:00+00:00,146.18,140.32,129.42,21,1,2,2025-02-04
2025-02-04 22:00:00+00:00,140.56,137.95,120.62,22,1,2,2025-02-04
2025-02-04 23:00:00+00:00,128.44,128.44,113.34,23,1,2,2025-02-04
2025-02-05 00:00:00+00:00,119.39,119.39,109.67,0,2,2,2025-02-05
2025-02-05 01:00:00+00:00,116.59,116.59,109.4,1,2,2,2025-02-05
2025-02-05 02:00:00+00:00,115.64,115.64,108.18,2,2,2,2025-02-05
2025-02-05 03:00:00+00:00,117.33,117.33,115.17,3,2,2,2025-02-05
2025-02-05 04:00:00+00:00,123.05,123.05,122.42,4,2,2,2025-02-05
2025-02-05 05:00:00+00:00,140.34,140.34,139.81,5,2,2,2025-02-05
2025-02-05 06:00:00+00:00,168.48,168.48,165.32,6,2,2,2025-02-05
2025-02-05 07:00:00+00:00,180.81,180.81,180.81,7,2,2,2025-02-05
2025-02-05 08:00:00+00:00,146.13,159.33,159.33,8,2,2,2025-02-05
2025-02-05 09:00:00+00:00,100.21,143.61,132.19,9,2,2,2025-02-05
2025-02-05 10:00:00+00:00,48.0,137.61,119.96,10,2,2,2025-02-05
2025-02-05 11:00:00+00:00,30.3,129.14,115.46,11,2,2,2025-02-05
2025-02-05 12:00:00+00:00,35.2,124.95,118.8,12,2,2,2025-02-05
2025-02-05 13:00:00+00:00,30.0,128.85,128.85,13,2,2,2025-02-05
2025-02-05 14:00:00+00:00,40.0,144.12,144.12,14,2,2,2025-02-05
2025-02-05 15:00:00+00:00,69.99,150.04,160.58,15,2,2,2025-02-05
2025-02-05 16:00:00+00:00,124.71,174.07,177.19,16,2,2,2025-02-05
2025-02-05 17:00:00+00:00,189.9,189.9,189.9,17,2,2,2025-02-05
2025-02-05 18:00:00+00:00,189.63,189.63,189.63,18,2,2,2025-02-05
2025-02-05 19:00:00+00:00,170.0,170.0,170.0,19,2,2,2025-02-05
2025-02-05 20:00:00+00:00,155.42,155.42,155.42,20,2,2,2025-02-05
2025-02-05 21:00:00+00:00,143.7,143.7,143.7,21,2,2,2025-02-05
2025-02-05 22:00:00+00:00,136.95,136.95,133.21,22,2,2,2025-02-05
2025-02-05 23:00:00+00:00,133.67,133.67,133.67,23,2,2,2025-02-05
2025-02-06 00:00:00+00:00,131.51,131.51,129.57,0,3,2,2025-02-06
2025-02-06 01:00:00+00:00,126.48,126.48,125.87,1,3,2,2025-02-06
2025-02-06 02:00:00+00:00,125.01,125.01,125.0,2,3,2,2025-02-06
2025-02-06 03:00:00+00:00,125.01,125.01,125.01,3,3,2,2025-02-06
2025-02-06 04:00:00+00:00,131.33,131.33,135.28,4,3,2,2025-02-06
2025-02-06 05:00:00+00:00,144.92,144.92,156.12,5,3,2,2025-02-06
2025-02-06 06:00:00+00:00,180.09,180.09,180.09,6,3,2,2025-02-06
2025-02-06 07:00:00+00:00,210.56,210.56,219.42,7,3,2,2025-02-06
2025-02-06 08:00:00+00:00,157.59,177.44,178.99,8,3,2,2025-02-06
2025-02-06 09:00:00+00:00,115.97,158.82,160.14,9,3,2,2025-02-06
2025-02-06 10:00:00+00:00,93.49,142.89,152.56,10,3,2,2025-02-06
2025-02-06 11:00:00+00:00,91.5,136.27,147.89,11,3,2,2025-02-06
2025-02-06 12:00:00+00:00,89.99,131.06,145.48,12,3,2,2025-02-06
2025-02-06 13:00:00+00:00,85.3,115.25,137.79,13,3,2,2025-02-06
2025-02-06 14:00:00+00:00,87.0,119.17,150.8,14,3,2,2025-02-06
2025-02-06 15:00:00+00:00,108.56,123.44,164.89,15,3,2,2025-02-06
2025-02-06 16:00:00+00:00,141.02,141.02,171.59,16,3,2,2025-02-06
2025-02-06 17:00:00+00:00,170.78,170.78,170.48,17,3,2,2025-02-06
2025-02-06 18:00:00+00:00,191.81,163.65,162.95,18,3,2,2025-02-06
2025-02-06 19:00:00+00:00,231.0,143.52,141.33,19,3,2,2025-02-06
2025-02-06 20:00:00+00:00,163.0,133.16,131.26,20,3,2,2025-02-06
2025-02-06 21:00:00+00:00,149.86,134.89,134.0,21,3,2,2025-02-06
2025-02-06 22:00:00+00:00,141.02,121.95,121.95,22,3,2,2025-02-06
2025-02-06 23:00:00+00:00,126.05,126.05,126.05,23,3,2,2025-02-06
2025-02-07 00:00:00+00:00,112.7,112.7,112.7,0,4,2,2025-02-07
2025-02-07 01:00:00+00:00,108.82,108.82,108.82,1,4,2,2025-02-07
2025-02-07 02:00:00+00:00,105.0,105.0,105.0,2,4,2,2025-02-07
2025-02-07 03:00:00+00:00,105.85,105.85,104.81,3,4,2,2025-02-07
2025-02-07 04:00:00+00:00,107.23,107.23,105.07,4,4,2,2025-02-07
2025-02-07 05:00:00+00:00,118.01,119.0,112.39,5,4,2,2025-02-07
2025-02-07 06:00:00+00:00,145.68,145.68,141.66,6,4,2,2025-02-07
2025-02-07 07:00:00+00:00,164.3,164.3,164.21,7,4,2,2025-02-07
2025-02-07 08:00:00+00:00,143.28,150.37,150.36,8,4,2,2025-02-07
2025-02-07 09:00:00+00:00,107.0,138.4,133.88,9,4,2,2025-02-07
2025-02-07 10:00:00+00:00,99.0,130.63,115.14,10,4,2,2025-02-07
2025-02-07 11:00:00+00:00,93.49,128.08,111.49,11,4,2,2025-02-07
2025-02-07 12:00:00+00:00,90.34,119.02,106.77,12,4,2,2025-02-07
2025-02-07 13:00:00+00:00,87.89,119.98,109.59,13,4,2,2025-02-07
2025-02-07 14:00:00+00:00,90.34,122.43,111.68,14,4,2,2025-02-07
2025-02-07 15:00:00+00:00,91.0,130.98,126.61,15,4,2,2025-02-07
2025-02-07 16:00:00+00:00,107.94,145.45,142.85,16,4,2,2025-02-07
2025-02-07 17:00:00+00:00,141.26,151.01,149.05,17,4,2,2025-02-07
2025-02-07 18:00:00+00:00,150.93,150.93,144.32,18,4,2,2025-02-07
2025-02-07 19:00:00+00:00,145.36,145.36,126.93,19,4,2,2025-02-07
2025-02-07 20:00:00+00:00,133.8,133.8,100.0,20,4,2,2025-02-07
2025-02-07 21:00:00+00:00,133.06,133.06,98.72,21,4,2,2025-02-07
2025-02-07 22:00:00+00:00,120.55,120.55,100.14,22,4,2,2025-02-07
2025-02-07 23:00:00+00:00,106.74,106.74,81.34,23,4,2,2025-02-07
2025-02-08 00:00:00+00:00,97.67,97.67,84.85,0,5,2,2025-02-08
2025-02-08 01:00:00+00:00,89.5,89.5,85.8,1,5,2,2025-02-08
2025-02-08 02:00:00+00:00,94.34,94.34,87.08,2,5,2,2025-02-08
2025-02-08 03:00:00+00:00,89.69,89.69,89.69,3,5,2,2025-02-08
2025-02-08 04:00:00+00:00,90.99,90.99,90.99,4,5,2,2025-02-08
2025-02-08 05:00:00+00:00,97.15,97.15,90.8,5,5,2,2025-02-08
2025-02-08 06:00:00+00:00,115.0,115.0,95.31,6,5,2,2025-02-08
2025-02-08 07:00:00+00:00,119.08,119.08,111.11,7,5,2,2025-02-08
2025-02-08 08:00:00+00:00,108.0,125.01,92.68,8,5,2,2025-02-08
2025-02-08 09:00:00+00:00,82.0,121.84,79.42,9,5,2,2025-02-08
2025-02-08 10:00:00+00:00,93.49,123.13,68.75,10,5,2,2025-02-08
2025-02-08 11:00:00+00:00,64.0,125.4,67.71,11,5,2,2025-02-08
2025-02-08 12:00:00+00:00,55.0,111.47,79.85,12,5,2,2025-02-08
2025-02-08 13:00:00+00:00,50.0,107.28,89.85,13,5,2,2025-02-08
2025-02-08 14:00:00+00:00,45.04,118.0,118.0,14,5,2,2025-02-08
2025-02-08 15:00:00+00:00,68.71,141.55,140.87,15,5,2,2025-02-08
2025-02-08 16:00:00+00:00,119.0,150.96,150.0,16,5,2,2025-02-08
2025-02-08 17:00:00+00:00,160.49,160.49,160.49,17,5,2,2025-02-08
2025-02-08 18:00:00+00:00,166.9,166.9,161.1,18,5,2,2025-02-08
2025-02-08 19:00:00+00:00,164.04,164.04,156.42,19,5,2,2025-02-08
2025-02-08 20:00:00+00:00,151.09,149.0,149.0,20,5,2,2025-02-08
2025-02-08 21:00:00+00:00,149.1,149.1,144.0,21,5,2,2025-02-08
2025-02-08 22:00:00+00:00,145.31,145.31,136.31,22,5,2,2025-02-08
2025-02-08 23:00:00+00:00,129.97,135.0,135.0,23,5,2,2025-02-08
2025-02-09 00:00:00+00:00,110.82,137.56,134.51,0,6,2,2025-02-09
2025-02-09 01:00:00+00:00,101.86,137.56,130.18,1,6,2,2025-02-09
2025-02-09 02:00:00+00:00,97.0,119.3,119.3,2,6,2,2025-02-09
2025-02-09 03:00:00+00:00,90.0,116.87,116.79,3,6,2,2025-02-09
2025-02-09 04:00:00+00:00,90.2,117.0,117.0,4,6,2,2025-02-09
2025-02-09 05:00:00+00:00,99.0,117.0,117.0,5,6,2,2025-02-09
2025-02-09 06:00:00+00:00,110.21,133.43,133.43,6,6,2,2025-02-09
2025-02-09 07:00:00+00:00,110.47,136.77,136.77,7,6,2,2025-02-09
2025-02-09 08:00:00+00:00,94.47,125.0,123.97,8,6,2,2025-02-09
2025-02-09 09:00:00+00:00,74.85,121.61,114.79,9,6,2,2025-02-09
2025-02-09 10:00:00+00:00,66.7,122.01,105.65,10,6,2,2025-02-09
2025-02-09 11:00:00+00:00,64.0,140.32,98.71,11,6,2,2025-02-09
2025-02-09 12:00:00+00:00,70.0,120.09,95.53,12,6,2,2025-02-09
2025-02-09 13:00:00+00:00,70.0,109.9,109.9,13,6,2,2025-02-09
2025-02-09 14:00:00+00:00,70.0,120.4,120.4,14,6,2,2025-02-09
2025-02-09 15:00:00+00:00,94.31,142.64,141.96,15,6,2,2025-02-09
2025-02-09 16:00:00+00:00,111.14,149.54,148.58,16,6,2,2025-02-09
2025-02-09 17:00:00+00:00,162.96,162.96,161.93,17,6,2,2025-02-09
2025-02-09 18:00:00+00:00,169.86,169.86,156.13,18,6,2,2025-02-09
2025-02-09 19:00:00+00:00,187.99,155.01,150.65,19,6,2,2025-02-09
2025-02-09 20:00:00+00:00,170.14,143.05,142.92,20,6,2,2025-02-09
2025-02-09 21:00:00+00:00,150.3,143.0,143.0,21,6,2,2025-02-09
2025-02-09 22:00:00+00:00,134.04,134.04,127.97,22,6,2,2025-02-09
2025-02-09 23:00:00+00:00,124.35,124.35,118.58,23,6,2,2025-02-09
2025-02-10 00:00:00+00:00,125.05,125.05,111.82,0,0,2,2025-02-10
2025-02-10 01:00:00+00:00,122.01,122.01,109.22,1,0,2,2025-02-10
2025-02-10 02:00:00+00:00,114.75,114.75,106.29,2,0,2,2025-02-10
2025-02-10 03:00:00+00:00,114.48,114.48,105.85,3,0,2,2025-02-10
2025-02-10 04:00:00+00:00,119.98,119.98,112.0,4,0,2,2025-02-10
2025-02-10 05:00:00+00:00,145.78,145.78,145.38,5,0,2,2025-02-10
2025-02-10 06:00:00+00:00,166.14,166.14,162.02,6,0,2,2025-02-10
2025-02-10 07:00:00+00:00,181.36,181.36,181.36,7,0,2,2025-02-10
2025-02-10 08:00:00+00:00,163.18,163.18,163.18,8,0,2,2025-02-10
2025-02-10 09:00:00+00:00,146.02,157.02,135.9,9,0,2,2025-02-10
2025-02-10 10:00:00+00:00,117.44,155.0,115.28,10,0,2,2025-02-10
2025-02-10 11:00:00+00:00,115.61,147.84,109.36,11,0,2,2025-02-10
2025-02-10 12:00:00+00:00,116.52,135.21,109.74,12,0,2,2025-02-10
2025-02-10 13:00:00+00:00,112.5,126.71,123.07,13,0,2,2025-02-10
2025-02-10 14:00:00+00:00,116.8,132.95,128.54,14,0,2,2025-02-10
2025-02-10 15:00:00+00:00,116.79,137.17,133.58,15,0,2,2025-02-10
2025-02-10 16:00:00+00:00,140.83,140.83,133.82,16,0,2,2025-02-10
2025-02-10 17:00:00+00:00,166.34,166.34,142.11,17,0,2,2025-02-10
2025-02-10 18:00:00+00:00,183.73,183.73,114.85,18,0,2,2025-02-10
2025-02-10 19:00:00+00:00,200.0,164.57,94.37,19,0,2,2025-02-10
2025-02-10 20:00:00+00:00,160.89,153.4,91.48,20,0,2,2025-02-10
2025-02-10 21:00:00+00:00,151.69,151.69,88.87,21,0,2,2025-02-10
2025-02-10 22:00:00+00:00,131.51,131.51,87.38,22,0,2,2025-02-10
2025-02-10 23:00:00+00:00,120.0,120.0,77.45,23,0,2,2025-02-10
2025-02-11 00:00:00+00:00,120.0,120.0,71.1,0,1,2,2025-02-11
2025-02-11 01:00:00+00:00,114.65,114.65,71.62,1,1,2,2025-02-11
2025-02-11 02:00:00+00:00,109.91,109.91,74.89,2,1,2,2025-02-11
2025-02-11 03:00:00+00:00,106.01,106.01,77.45,3,1,2,2025-02-11
2025-02-11 04:00:00+00:00,107.0,114.53,87.44,4,1,2,2025-02-11
2025-02-11 05:00:00+00:00,120.13,120.13,100.46,5,1,2,2025-02-11
2025-02-11 06:00:00+00:00,150.79,150.79,134.93,6,1,2,2025-02-11
2025-02-11 07:00:00+00:00,159.06,159.06,155.53,7,1,2,2025-02-11
2025-02-11 08:00:00+00:00,146.54,153.74,141.42,8,1,2,2025-02-11
2025-02-11 09:00:00+00:00,120.62,154.01,96.65,9,1,2,2025-02-11
2025-02-11 10:00:00+00:00,120.62,147.09,92.78,10,1,2,2025-02-11
2025-02-11 11:00:00+00:00,109.99,139.97,97.68,11,1,2,2025-02-11
2025-02-11 12:00:00+00:00,107.5,134.89,111.11,12,1,2,2025-02-11
2025-02-11 13:00:00+00:00,110.0,131.96,123.46,13,1,2,2025-02-11
2025-02-11 14:00:00+00:00,111.7,144.96,143.69,14,1,2,2025-02-11
2025-02-11 15:00:00+00:00,120.62,146.82,144.47,15,1,2,2025-02-11
2025-02-11 16:00:00+00:00,146.54,162.43,159.97,16,1,2,2025-02-11
2025-02-11 17:00:00+00:00,174.57,174.57,168.19,17,1,2,2025-02-11
2025-02-11 18:00:00+00:00,190.0,190.0,167.45,18,1,2,2025-02-11
2025-02-11 19:00:00+00:00,194.5,171.45,162.63,19,1,2,2025-02-11
2025-02-11 20:00:00+00:00,158.02,153.77,148.75,20,1,2,2025-02-11
2025-02-11 21:00:00+00:00,146.38,146.38,142.95,21,1,2,2025-02-11
2025-02-11 22:00:00+00:00,130.58,130.58,128.24,22,1,2,2025-02-11
2025-02-11 23:00:00+00:00,121.06,130.0,129.13,23,1,2,2025-02-11
2025-02-12 00:00:00+00:00,110.0,127.87,127.77,0,2,2,2025-02-12
2025-02-12 01:00:00+00:00,105.0,126.82,126.82,1,2,2,2025-02-12
2025-02-12 02:00:00+00:00,107.35,126.59,126.59,2,2,2,2025-02-12
2025-02-12 03:00:00+00:00,104.5,128.74,128.74,3,2,2,2025-02-12
2025-02-12 04:00:00+00:00,108.56,131.62,131.24,4,2,2,2025-02-12
2025-02-12 05:00:00+00:00,115.0,146.24,151.13,5,2,2,2025-02-12
2025-02-12 06:00:00+00:00,157.55,163.65,163.64,6,2,2,2025-02-12
2025-02-12 07:00:00+00:00,180.0,180.0,180.0,7,2,2,2025-02-12
2025-02-12 08:00:00+00:00,148.82,174.92,174.92,8,2,2,2025-02-12
2025-02-12 09:00:00+00:00,107.35,163.22,162.05,9,2,2,2025-02-12
2025-02-12 10:00:00+00:00,82.5,150.56,144.01,10,2,2,2025-02-12
2025-02-12 11:00:00+00:00,70.0,141.19,137.28,11,2,2,2025-02-12
2025-02-12 12:00:00+00:00,78.0,143.65,142.03,12,2,2,2025-02-12
2025-02-12 13:00:00+00:00,63.74,150.79,149.4,13,2,2,2025-02-12
2025-02-12 14:00:00+00:00,62.0,161.38,159.67,14,2,2,2025-02-12
2025-02-12 15:00:00+00:00,81.5,167.33,173.21,15,2,2,2025-02-12
2025-02-12 16:00:00+00:00,104.37,165.38,184.59,16,2,2,2025-02-12
2025-02-12 17:00:00+00:00,148.34,200.01,197.13,17,2,2,2025-02-12
2025-02-12 18:00:00+00:00,194.44,194.44,192.57,18,2,2,2025-02-12
2025-02-12 19:00:00+00:00,177.52,177.52,173.9,19,2,2,2025-02-12
2025-02-12 20:00:00+00:00,157.55,157.55,155.78,20,2,2,2025-02-12
2025-02-12 21:00:00+00:00,152.08,152.08,150.38,21,2,2,2025-02-12
2025-02-12 22:00:00+00:00,139.41,143.24,141.81,22,2,2,2025-02-12
2025-02-12 23:00:00+00:00,129.0,129.0,140.33,23,2,2,2025-02-12
2025-02-13 00:00:00+00:00,121.06,121.06,137.75,0,3,2,2025-02-13
2025-02-13 01:00:00+00:00,126.09,131.77,140.79,1,3,2,2025-02-13
2025-02-13 02:00:00+00:00,118.59,118.59,136.59,2,3,2,2025-02-13
2025-02-13 03:00:00+00:00,114.3,114.3,140.0,3,3,2,2025-02-13
2025-02-13 04:00:00+00:00,105.67,123.81,142.0,4,3,2,2025-02-13
2025-02-13 05:00:00+00:00,131.34,135.9,159.99,5,3,2,2025-02-13
2025-02-13 06:00:00+00:00,160.05,160.05,190.33,6,3,2,2025-02-13
2025-02-13 07:00:00+00:00,195.2,195.2,222.36,7,3,2,2025-02-13
2025-02-13 08:00:00+00:00,148.5,169.36,220.05,8,3,2,2025-02-13
2025-02-13 09:00:00+00:00,100.0,163.94,203.89,9,3,2,2025-02-13
2025-02-13 10:00:00+00:00,92.24,156.06,184.68,10,3,2,2025-02-13
2025-02-13 11:00:00+00:00,90.86,149.06,174.52,11,3,2,2025-02-13
2025-02-13 12:00:00+00:00,83.5,141.94,170.1,12,3,2,2025-02-13
2025-02-13 13:00:00+00:00,80.0,144.8,166.7,13,3,2,2025-02-13
2025-02-13 14:00:00+00:00,83.5,143.35,170.1,14,3,2,2025-02-13
2025-02-13 15:00:00+00:00,92.5,144.42,182.0,15,3,2,2025-02-13
2025-02-13 16:00:00+00:00,127.5,156.8,213.05,16,3,2,2025-02-13
2025-02-13 17:00:00+00:00,186.96,186.96,207.17,17,3,2,2025-02-13
2025-02-13 18:00:00+00:00,196.52,196.52,196.52,18,3,2,2025-02-13
2025-02-13 19:00:00+00:00,200.0,177.12,177.03,19,3,2,2025-02-13
2025-02-13 20:00:00+00:00,168.0,162.92,162.92,20,3,2,2025-02-13
2025-02-13 21:00:00+00:00,153.12,153.12,153.12,21,3,2,2025-02-13
2025-02-13 22:00:00+00:00,139.0,139.0,138.97,22,3,2,2025-02-13
2025-02-13 23:00:00+00:00,128.76,128.76,139.21,23,3,2,2025-02-13
2025-02-14 00:00:00+00:00,127.0,132.45,132.8,0,4,2,2025-02-14
2025-02-14 01:00:00+00:00,117.56,124.57,128.5,1,4,2,2025-02-14
2025-02-14 02:00:00+00:00,111.58,113.86,127.65,2,4,2,2025-02-14
2025-02-14 03:00:00+00:00,107.0,114.45,129.58,3,4,2,2025-02-14
2025-02-14 04:00:00+00:00,117.47,127.38,139.59,4,4,2,2025-02-14
2025-02-14 05:00:00+00:00,131.21,131.21,162.89,5,4,2,2025-02-14
2025-02-14 06:00:00+00:00,158.73,158.73,227.08,6,4,2,2025-02-14
2025-02-14 07:00:00+00:00,189.79,189.79,265.64,7,4,2,2025-02-14
2025-02-14 08:00:00+00:00,131.21,179.27,215.11,8,4,2,2025-02-14
2025-02-14 09:00:00+00:00,92.9,167.01,181.03,9,4,2,2025-02-14
2025-02-14 10:00:00+00:00,70.0,145.23,163.01,10,4,2,2025-02-14
2025-02-14 11:00:00+00:00,60.3,145.01,149.86,11,4,2,2025-02-14
2025-02-14 12:00:00+00:00,65.0,129.07,148.61,12,4,2,2025-02-14
2025-02-14 13:00:00+00:00,55.0,125.16,155.8,13,4,2,2025-02-14
2025-02-14 14:00:00+00:00,55.0,124.86,175.06,14,4,2,2025-02-14
2025-02-14 15:00:00+00:00,65.0,140.1,200.0,15,4,2,2025-02-14
2025-02-14 16:00:00+00:00,114.0,150.62,298.91,16,4,2,2025-02-14
2025-02-14 17:00:00+00:00,169.84,185.0,293.06,17,4,2,2025-02-14
2025-02-14 18:00:00+00:00,201.66,201.66,225.7,18,4,2,2025-02-14
2025-02-14 19:00:00+00:00,183.55,183.55,183.55,19,4,2,2025-02-14
2025-02-14 20:00:00+00:00,160.06,160.06,163.79,20,4,2,2025-02-14
2025-02-14 21:00:00+00:00,153.0,153.0,153.0,21,4,2,2025-02-14
2025-02-14 22:00:00+00:00,140.03,140.03,140.03,22,4,2,2025-02-14
2025-02-14 23:00:00+00:00,122.58,122.58,135.29,23,4,2,2025-02-14
2025-02-15 00:00:00+00:00,117.99,117.99,130.34,0,5,2,2025-02-15
2025-02-15 01:00:00+00:00,105.67,111.31,120.0,1,5,2,2025-02-15
2025-02-15 02:00:00+00:00,100.11,102.34,118.24,2,5,2,2025-02-15
2025-02-15 03:00:00+00:00,100.11,100.11,118.45,3,5,2,2025-02-15
2025-02-15 04:00:00+00:00,100.11,102.64,120.37,4,5,2,2025-02-15
2025-02-15 05:00:00+00:00,100.11,110.62,133.74,5,5,2,2025-02-15
2025-02-15 06:00:00+00:00,106.64,129.22,148.58,6,5,2,2025-02-15
2025-02-15 07:00:00+00:00,104.99,136.06,150.67,7,5,2,2025-02-15
2025-02-15 08:00:00+00:00,90.61,136.05,137.01,8,5,2,2025-02-15
2025-02-15 09:00:00+00:00,71.0,124.59,124.59,9,5,2,2025-02-15
2025-02-15 10:00:00+00:00,55.44,118.36,118.36,10,5,2,2025-02-15
2025-02-15 11:00:00+00:00,40.08,112.39,112.39,11,5,2,2025-02-15
2025-02-15 12:00:00+00:00,33.0,110.01,110.01,12,5,2,2025-02-15
2025-02-15 13:00:00+00:00,25.46,107.92,116.15,13,5,2,2025-02-15
2025-02-15 14:00:00+00:00,33.0,105.47,128.83,14,5,2,2025-02-15
2025-02-15 15:00:00+00:00,50.24,111.83,145.89,15,5,2,2025-02-15
2025-02-15 16:00:00+00:00,75.0,128.68,164.54,16,5,2,2025-02-15
2025-02-15 17:00:00+00:00,110.0,149.91,174.7,17,5,2,2025-02-15
2025-02-15 18:00:00+00:00,131.51,158.09,164.76,18,5,2,2025-02-15
2025-02-15 19:00:00+00:00,131.51,131.51,149.65,19,5,2,2025-02-15
2025-02-15 20:00:00+00:00,125.0,125.0,128.31,20,5,2,2025-02-15
2025-02-15 21:00:00+00:00,123.06,127.91,132.37,21,5,2,2025-02-15
2025-02-15 22:00:00+00:00,117.14,125.3,124.54,22,5,2,2025-02-15
2025-02-15 23:00:00+00:00,99.0,134.11,134.11,23,5,2,2025-02-15
2025-02-16 00:00:00+00:00,89.76,128.9,128.9,0,6,2,2025-02-16
2025-02-16 01:00:00+00:00,91.78,123.57,123.57,1,6,2,2025-02-16
2025-02-16 02:00:00+00:00,93.29,119.9,119.9,2,6,2,2025-02-16
2025-02-16 03:00:00+00:00,89.5,119.57,119.57,3,6,2,2025-02-16
