Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Apr 1, 2024 12:00 AM;Apr 1, 2024 1:00 AM;4,161.25;1,793.50;2,421.00;7,959.75;4.75;110.00;-;3,663.00;1,591.00;3,187.50;502.75;2,012.25
Apr 1, 2024 1:00 AM;Apr 1, 2024 2:00 AM;4,119.00;1,751.75;2,768.00;7,097.25;6.25;110.25;-;3,702.00;1,572.50;3,114.00;180.25;1,994.25
Apr 1, 2024 2:00 AM;Apr 1, 2024 3:00 AM;4,094.00;1,653.00;2,696.50;7,324.50;4.00;110.00;-;3,620.25;1,563.50;3,134.00;149.25;2,010.00
Apr 1, 2024 3:00 AM;Apr 1, 2024 4:00 AM;4,076.25;1,649.00;2,590.50;6,765.50;4.00;109.75;-;3,684.25;1,558.50;3,143.00;136.50;2,009.00
Apr 1, 2024 4:00 AM;Apr 1, 2024 5:00 AM;4,110.75;1,664.75;2,487.25;6,871.25;4.00;111.00;-;4,005.75;1,573.25;3,145.75;98.00;1,984.00
Apr 1, 2024 5:00 AM;Apr 1, 2024 6:00 AM;4,191.50;1,693.75;2,125.75;6,669.75;3.75;111.25;-;4,136.50;1,561.25;3,281.50;43.00;1,972.00
Apr 1, 2024 6:00 AM;Apr 1, 2024 7:00 AM;4,317.75;1,713.50;1,700.75;6,737.25;19.00;112.00;-;4,060.25;1,567.50;3,535.00;459.00;1,976.75
Apr 1, 2024 7:00 AM;Apr 1, 2024 8:00 AM;4,442.75;1,773.00;1,127.25;6,956.50;656.25;112.00;-;4,084.75;1,573.00;3,702.50;701.50;1,979.00
Apr 1, 2024 8:00 AM;Apr 1, 2024 9:00 AM;4,485.75;1,728.25;748.50;7,512.75;2,644.00;110.75;-;3,788.75;1,613.50;3,619.75;500.75;2,004.75
Apr 1, 2024 9:00 AM;Apr 1, 2024 10:00 AM;4,455.00;1,858.50;575.50;7,511.75;5,350.75;109.50;-;3,833.00;1,729.25;3,532.50;1,213.75;1,990.75
Apr 1, 2024 10:00 AM;Apr 1, 2024 11:00 AM;4,342.50;1,970.75;648.00;7,124.00;7,380.25;110.50;-;3,705.50;1,763.50;3,393.00;1,676.25;1,957.75
Apr 1, 2024 11:00 AM;Apr 1, 2024 12:00 PM;4,250.00;1,987.25;838.75;7,686.00;9,355.00;112.00;-;4,005.00;1,775.00;3,440.00;1,571.00;1,992.75
Apr 1, 2024 12:00 PM;Apr 1, 2024 1:00 PM;4,159.75;1,893.75;626.25;9,360.50;11,184.00;112.25;-;3,896.50;1,774.25;3,224.25;778.50;2,012.25
Apr 1, 2024 1:00 PM;Apr 1, 2024 2:00 PM;4,106.00;1,824.50;680.25;12,093.00;11,631.75;113.00;-;3,705.75;1,755.50;3,431.50;803.50;2,001.00
Apr 1, 2024 2:00 PM;Apr 1, 2024 3:00 PM;4,027.75;1,707.50;789.00;15,659.00;11,830.00;113.00;-;3,125.50;1,596.25;3,007.50;76.00;1,957.25
Apr 1, 2024 3:00 PM;Apr 1, 2024 4:00 PM;4,040.75;1,724.50;850.50;19,863.50;10,479.50;112.75;-;3,082.75;1,511.00;2,980.00;80.75;1,979.25
Apr 1, 2024 4:00 PM;Apr 1, 2024 5:00 PM;4,152.00;1,755.75;1,624.75;22,191.50;8,752.75;112.00;-;3,118.25;1,531.75;3,071.50;27.25;1,958.50
Apr 1, 2024 5:00 PM;Apr 1, 2024 6:00 PM;4,340.25;1,823.00;1,933.25;22,996.50;6,341.00;112.00;-;3,049.00;1,567.50;3,165.25;216.75;1,955.25
Apr 1, 2024 6:00 PM;Apr 1, 2024 7:00 PM;4,619.00;1,857.00;2,140.50;22,446.75;3,107.25;112.50;-;3,747.00;1,644.25;3,267.50;2,733.75;1,927.50
Apr 1, 2024 7:00 PM;Apr 1, 2024 8:00 PM;4,661.25;1,930.25;2,555.25;22,486.75;510.50;112.50;-;3,889.00;1,680.75;3,323.25;3,178.00;1,954.25
Apr 1, 2024 8:00 PM;Apr 1, 2024 9:00 PM;4,611.50;1,840.00;2,798.50;23,604.50;8.75;112.75;-;3,669.50;1,599.75;3,534.25;2,936.00;1,978.75
Apr 1, 2024 9:00 PM;Apr 1, 2024 10:00 PM;4,480.00;1,864.75;3,450.50;25,918.75;4.00;110.75;-;3,707.00;1,585.25;3,358.75;1,290.50;1,982.75
Apr 1, 2024 10:00 PM;Apr 1, 2024 11:00 PM;4,299.75;1,888.75;3,654.25;27,343.50;4.00;109.00;-;3,481.00;1,546.00;3,259.75;691.00;1,976.50
Apr 1, 2024 11:00 PM;Apr 2, 2024 12:00 AM;4,189.25;1,878.50;3,292.50;28,769.25;4.00;110.00;-;2,767.25;1,522.00;3,165.25;646.25;1,981.75
Apr 2, 2024 12:00 AM;Apr 2, 2024 1:00 AM;4,068.00;1,828.50;3,191.00;29,332.50;4.50;110.25;-;2,714.75;1,537.75;3,009.75;10.75;1,958.75
Apr 2, 2024 1:00 AM;Apr 2, 2024 2:00 AM;4,029.75;1,851.50;3,758.00;29,424.50;5.00;110.00;-;2,707.00;1,515.25;3,058.25;4.00;1,996.50
Apr 2, 2024 2:00 AM;Apr 2, 2024 3:00 AM;4,014.00;1,813.75;4,585.75;29,232.50;5.00;110.25;-;2,822.50;1,492.75;3,080.00;2.75;1,998.25
Apr 2, 2024 3:00 AM;Apr 2, 2024 4:00 AM;4,007.25;1,842.25;4,565.50;29,768.50;5.00;111.00;-;2,877.25;1,496.25;3,250.25;1.75;1,987.75
Apr 2, 2024 4:00 AM;Apr 2, 2024 5:00 AM;4,071.50;1,934.75;4,408.00;30,584.50;4.50;110.25;-;2,876.50;1,505.50;3,313.25;4.50;1,982.25
Apr 2, 2024 5:00 AM;Apr 2, 2024 6:00 AM;4,159.50;1,886.25;4,084.50;31,419.75;4.00;109.75;-;2,635.75;1,569.25;3,540.50;168.25;1,920.00
Apr 2, 2024 6:00 AM;Apr 2, 2024 7:00 AM;4,395.25;1,884.25;3,322.75;32,504.25;24.50;107.75;-;2,880.00;1,792.25;3,988.50;2,190.75;1,734.00
Apr 2, 2024 7:00 AM;Apr 2, 2024 8:00 AM;4,617.25;1,923.50;2,506.75;32,755.75;1,252.50;105.75;-;3,781.00;2,024.75;4,592.25;5,165.75;1,846.25
Apr 2, 2024 8:00 AM;Apr 2, 2024 9:00 AM;4,614.25;1,877.25;2,010.00;33,682.75;5,844.75;104.00;-;3,639.25;2,060.00;4,592.75;3,726.25;1,993.75
Apr 2, 2024 9:00 AM;Apr 2, 2024 10:00 AM;4,432.00;1,866.25;2,751.25;36,004.25;11,766.50;105.25;-;2,809.50;2,078.00;4,252.25;937.25;1,983.25
Apr 2, 2024 10:00 AM;Apr 2, 2024 11:00 AM;4,220.00;1,862.50;3,541.00;37,923.50;16,495.50;106.75;-;2,781.75;1,992.00;4,111.75;376.25;1,987.50
Apr 2, 2024 11:00 AM;Apr 2, 2024 12:00 PM;4,104.25;1,817.75;3,892.75;38,012.25;19,642.50;107.75;-;2,799.75;1,860.00;3,970.25;171.00;1,979.25
Apr 2, 2024 12:00 PM;Apr 2, 2024 1:00 PM;4,048.25;1,876.00;3,991.75;37,167.25;21,948.50;109.00;-;2,737.25;1,871.25;3,777.25;75.50;1,936.25
Apr 2, 2024 1:00 PM;Apr 2, 2024 2:00 PM;4,019.75;1,873.00;3,910.00;37,068.75;22,655.00;106.50;-;2,840.00;1,912.25;3,553.75;189.25;1,985.00
Apr 2, 2024 2:00 PM;Apr 2, 2024 3:00 PM;4,020.50;1,852.00;4,007.50;34,782.50;23,238.50;106.00;-;2,746.25;2,059.50;3,432.00;32.50;1,988.25
Apr 2, 2024 3:00 PM;Apr 2, 2024 4:00 PM;4,095.25;1,853.00;3,895.50;33,667.25;21,653.75;107.25;-;2,819.50;2,329.50;3,431.75;36.75;1,994.75
Apr 2, 2024 4:00 PM;Apr 2, 2024 5:00 PM;4,234.75;1,815.50;3,791.25;33,335.50;17,573.00;105.75;-;2,929.75;2,237.50;3,490.50;115.75;1,973.50
Apr 2, 2024 5:00 PM;Apr 2, 2024 6:00 PM;4,417.25;1,817.75;3,301.50;32,099.75;11,762.00;107.50;-;3,243.25;2,265.50;3,812.75;348.00;1,993.00
Apr 2, 2024 6:00 PM;Apr 2, 2024 7:00 PM;4,658.25;1,895.25;2,401.00;28,423.50;4,972.75;109.50;-;4,143.75;2,414.00;4,677.25;1,830.50;2,016.25
Apr 2, 2024 7:00 PM;Apr 2, 2024 8:00 PM;4,823.25;1,927.25;1,511.00;24,611.50;671.50;110.75;-;4,735.00;2,652.00;5,393.50;5,440.00;2,086.25
Apr 2, 2024 8:00 PM;Apr 2, 2024 9:00 PM;4,799.75;1,969.25;1,274.25;23,188.50;13.00;111.75;-;4,760.75;2,674.00;5,487.75;4,714.00;2,160.50
Apr 2, 2024 9:00 PM;Apr 2, 2024 10:00 PM;4,665.75;1,943.50;1,236.75;22,415.50;7.75;112.00;-;4,758.25;2,452.50;5,334.75;3,245.25;2,007.00
Apr 2, 2024 10:00 PM;Apr 2, 2024 11:00 PM;4,524.25;1,906.25;1,100.25;21,445.50;4.50;113.25;-;4,738.50;2,390.75;5,210.25;1,390.75;2,002.00
Apr 2, 2024 11:00 PM;Apr 3, 2024 12:00 AM;4,356.25;1,875.25;1,031.25;21,071.25;4.00;112.75;-;4,921.75;2,430.25;5,255.50;420.25;1,999.25
Apr 3, 2024 12:00 AM;Apr 3, 2024 1:00 AM;4,140.75;1,818.00;955.25;19,861.25;4.00;112.75;-;5,243.75;2,261.00;5,642.50;82.25;2,004.00
Apr 3, 2024 1:00 AM;Apr 3, 2024 2:00 AM;4,105.50;1,829.50;962.25;18,812.25;4.00;112.25;-;5,534.25;2,250.50;5,638.00;69.75;2,020.50
Apr 3, 2024 2:00 AM;Apr 3, 2024 3:00 AM;4,090.00;1,759.75;962.50;17,451.50;4.00;114.25;-;5,939.50;2,210.25;5,605.25;60.75;1,958.25
Apr 3, 2024 3:00 AM;Apr 3, 2024 4:00 AM;4,092.50;1,798.25;1,092.00;15,507.00;4.00;116.00;-;6,106.50;1,911.25;5,452.75;73.75;1,946.25
Apr 3, 2024 4:00 AM;Apr 3, 2024 5:00 AM;4,137.25;1,802.25;1,324.00;14,152.75;4.25;116.50;-;6,808.25;1,911.25;6,082.75;3.75;1,939.75
Apr 3, 2024 5:00 AM;Apr 3, 2024 6:00 AM;4,234.00;1,923.75;1,403.25;12,777.00;4.50;115.00;-;7,305.50;2,139.00;7,149.75;77.50;1,965.50
Apr 3, 2024 6:00 AM;Apr 3, 2024 7:00 AM;4,500.25;1,869.00;1,624.00;11,673.25;39.50;114.00;-;7,972.00;2,829.50;9,235.00;1,813.00;1,967.50
Apr 3, 2024 7:00 AM;Apr 3, 2024 8:00 AM;4,707.75;1,855.00;2,151.25;10,275.50;1,458.50;113.75;-;8,610.25;3,116.25;10,203.00;4,546.75;1,929.75
Apr 3, 2024 8:00 AM;Apr 3, 2024 9:00 AM;4,718.50;1,805.50;2,660.50;8,988.50;5,078.00;110.25;-;8,520.25;3,114.50;10,448.50;3,222.50;1,880.50
Apr 3, 2024 9:00 AM;Apr 3, 2024 10:00 AM;4,640.75;1,850.25;3,265.75;8,520.75;9,200.25;111.25;-;7,853.25;2,806.00;10,321.50;2,543.25;1,878.00
Apr 3, 2024 10:00 AM;Apr 3, 2024 11:00 AM;4,473.75;1,789.00;3,479.50;8,276.75;12,756.50;110.25;-;8,611.50;2,545.50;10,117.25;1,392.00;1,888.50
Apr 3, 2024 11:00 AM;Apr 3, 2024 12:00 PM;4,332.25;1,767.50;3,485.25;8,239.25;15,478.75;110.75;-;8,238.50;2,510.00;9,501.25;436.25;1,894.25
Apr 3, 2024 12:00 PM;Apr 3, 2024 1:00 PM;4,201.00;1,753.00;3,299.50;9,051.50;16,316.25;105.50;-;8,094.50;2,345.00;9,109.25;348.00;1,854.75
Apr 3, 2024 1:00 PM;Apr 3, 2024 2:00 PM;4,197.50;1,724.75;2,927.00;9,509.00;16,073.00;106.25;-;7,903.75;2,310.00;8,981.75;281.00;1,870.75
Apr 3, 2024 2:00 PM;Apr 3, 2024 3:00 PM;4,185.00;1,724.25;2,832.75;10,193.75;14,501.00;106.50;-;8,125.00;2,353.50;9,137.75;193.00;1,865.25
Apr 3, 2024 3:00 PM;Apr 3, 2024 4:00 PM;4,246.25;1,727.50;2,577.00;10,765.00;11,647.75;95.50;-;8,169.75;2,387.25;9,077.25;184.25;1,871.50
Apr 3, 2024 4:00 PM;Apr 3, 2024 5:00 PM;4,423.75;1,734.25;2,420.50;11,185.50;8,526.25;101.00;-;8,407.75;2,489.25;9,526.00;801.25;1,885.00
Apr 3, 2024 5:00 PM;Apr 3, 2024 6:00 PM;4,639.00;1,748.75;2,731.25;11,570.75;5,125.25;106.50;-;8,560.50;2,423.25;10,136.25;2,083.00;1,936.00
Apr 3, 2024 6:00 PM;Apr 3, 2024 7:00 PM;4,810.50;1,778.75;3,107.25;11,886.25;2,133.50;107.00;-;8,568.25;2,413.50;10,459.75;3,131.00;1,961.25
Apr 3, 2024 7:00 PM;Apr 3, 2024 8:00 PM;4,845.75;1,865.75;3,801.50;13,138.75;393.75;107.50;-;8,650.00;2,746.75;10,528.00;5,230.25;1,949.75
Apr 3, 2024 8:00 PM;Apr 3, 2024 9:00 PM;4,758.25;1,829.75;4,450.75;15,489.00;8.00;107.00;-;8,413.75;2,284.75;9,705.00;3,802.75;1,931.25
Apr 3, 2024 9:00 PM;Apr 3, 2024 10:00 PM;4,588.25;1,829.75;5,285.50;17,976.50;6.25;106.50;-;7,563.50;2,041.25;7,583.50;1,533.25;1,936.25
Apr 3, 2024 10:00 PM;Apr 3, 2024 11:00 PM;4,407.50;1,813.00;5,789.25;19,706.25;4.00;106.75;-;6,328.25;1,923.75;6,202.75;660.50;1,926.25
Apr 3, 2024 11:00 PM;Apr 4, 2024 12:00 AM;4,256.50;1,778.50;6,443.25;20,451.50;4.00;106.75;-;5,283.50;1,788.50;5,231.50;341.50;1,914.50
Apr 4, 2024 12:00 AM;Apr 4, 2024 1:00 AM;4,155.50;1,795.25;6,526.75;20,740.75;4.25;105.00;-;4,570.50;1,669.25;4,767.25;227.50;1,975.50
Apr 4, 2024 1:00 AM;Apr 4, 2024 2:00 AM;4,096.25;1,846.50;6,702.00;21,462.75;4.50;105.25;-;4,634.50;1,643.00;4,800.25;61.75;1,980.75
Apr 4, 2024 2:00 AM;Apr 4, 2024 3:00 AM;4,074.75;1,806.00;6,306.25;22,190.75;4.00;105.00;-;4,490.25;1,631.00;4,706.75;38.25;1,978.75
Apr 4, 2024 3:00 AM;Apr 4, 2024 4:00 AM;4,087.00;1,758.75;6,616.25;22,983.25;4.25;103.50;-;4,460.75;1,632.25;4,670.00;30.00;1,962.75
Apr 4, 2024 4:00 AM;Apr 4, 2024 5:00 AM;4,163.25;1,785.50;6,420.25;21,942.50;4.25;102.75;-;4,513.75;1,657.50;4,750.75;80.50;1,965.75
Apr 4, 2024 5:00 AM;Apr 4, 2024 6:00 AM;4,270.75;1,773.75;6,187.25;21,345.75;4.50;105.25;-;5,612.00;1,738.50;5,162.50;176.25;1,964.00
Apr 4, 2024 6:00 AM;Apr 4, 2024 7:00 AM;4,502.50;1,780.75;5,730.75;22,474.50;39.75;105.25;-;7,212.00;1,896.00;6,434.75;1,210.00;2,034.00
Apr 4, 2024 7:00 AM;Apr 4, 2024 8:00 AM;4,656.75;1,784.25;5,995.25;22,208.00;1,815.00;103.75;-;7,347.25;2,021.75;6,446.50;2,673.25;1,993.50
Apr 4, 2024 8:00 AM;Apr 4, 2024 9:00 AM;4,699.75;1,775.25;5,070.75;21,460.50;6,583.50;103.75;-;7,034.75;2,064.75;6,514.50;3,412.00;2,013.00
Apr 4, 2024 9:00 AM;Apr 4, 2024 10:00 AM;4,569.25;1,753.25;4,132.25;21,468.25;11,938.75;102.75;-;6,300.50;2,142.75;6,231.00;1,416.50;1,996.25
Apr 4, 2024 10:00 AM;Apr 4, 2024 11:00 AM;4,374.00;1,774.25;3,133.50;22,147.00;14,672.25;102.25;-;5,739.25;2,075.50;6,017.75;670.00;1,991.50
Apr 4, 2024 11:00 AM;Apr 4, 2024 12:00 PM;4,249.50;1,801.50;2,615.25;23,690.50;15,160.25;102.75;-;5,415.25;1,902.00;5,497.25;320.00;1,993.25
Apr 4, 2024 12:00 PM;Apr 4, 2024 1:00 PM;4,136.50;1,763.25;2,651.50;25,869.75;14,168.75;101.75;-;4,871.50;1,925.75;5,156.00;29.75;2,012.00
Apr 4, 2024 1:00 PM;Apr 4, 2024 2:00 PM;4,110.75;1,790.75;3,025.50;27,443.50;13,597.00;102.50;-;4,052.75;2,033.25;5,027.50;130.00;1,990.75
Apr 4, 2024 2:00 PM;Apr 4, 2024 3:00 PM;4,108.00;1,740.25;3,103.75;29,086.75;12,742.75;104.00;-;3,937.50;2,048.25;4,846.25;84.50;1,992.00
Apr 4, 2024 3:00 PM;Apr 4, 2024 4:00 PM;4,144.50;1,707.75;2,696.50;30,852.25;12,699.00;103.25;-;3,805.75;2,037.50;4,726.50;44.00;1,980.00
Apr 4, 2024 4:00 PM;Apr 4, 2024 5:00 PM;4,249.50;1,746.00;3,611.00;31,943.00;10,922.75;103.00;-;3,702.75;2,040.25;4,750.50;28.00;1,992.50
Apr 4, 2024 5:00 PM;Apr 4, 2024 6:00 PM;4,472.25;1,774.25;4,183.00;31,402.25;8,150.00;102.00;-;4,353.25;1,963.00;5,340.75;190.75;2,005.25
Apr 4, 2024 6:00 PM;Apr 4, 2024 7:00 PM;4,677.25;1,805.75;4,450.00;29,964.25;4,155.00;102.50;-;5,340.75;2,117.50;5,722.25;1,473.50;1,991.00
Apr 4, 2024 7:00 PM;Apr 4, 2024 8:00 PM;4,792.50;1,820.25;4,711.50;27,611.00;739.50;106.00;-;6,166.50;2,005.25;6,043.50;4,452.50;1,959.00
Apr 4, 2024 8:00 PM;Apr 4, 2024 9:00 PM;4,778.00;1,839.75;5,625.75;26,559.00;12.75;109.00;-;6,220.75;2,021.00;6,384.00;4,552.00;1,959.00
Apr 4, 2024 9:00 PM;Apr 4, 2024 10:00 PM;4,620.50;1,803.00;6,177.25;26,014.00;6.00;109.75;-;5,208.00;1,978.25;5,757.50;1,739.25;1,916.75
Apr 4, 2024 10:00 PM;Apr 4, 2024 11:00 PM;4,474.50;1,801.00;6,352.50;25,216.00;4.25;110.00;-;4,536.25;1,910.75;5,106.00;413.25;1,889.75
Apr 4, 2024 11:00 PM;Apr 5, 2024 12:00 AM;4,314.25;1,759.50;5,913.25;24,834.50;6.00;110.50;-;3,982.75;1,593.50;4,598.25;34.50;1,874.50
Apr 5, 2024 12:00 AM;Apr 5, 2024 1:00 AM;4,192.00;1,798.75;4,843.75;24,495.50;6.00;111.25;-;3,425.75;1,503.50;4,272.50;280.75;1,872.50
Apr 5, 2024 1:00 AM;Apr 5, 2024 2:00 AM;4,212.75;1,778.75;3,748.75;22,888.00;7.75;112.00;-;3,603.50;1,455.75;4,304.00;592.25;1,848.50
Apr 5, 2024 2:00 AM;Apr 5, 2024 3:00 AM;4,191.25;1,755.25;2,945.75;21,555.75;6.00;112.25;-;4,364.50;1,441.50;4,535.50;237.50;1,909.00
Apr 5, 2024 3:00 AM;Apr 5, 2024 4:00 AM;4,174.50;1,752.75;2,397.50;20,508.25;6.25;112.75;-;4,667.50;1,588.25;4,421.25;185.00;1,885.50
Apr 5, 2024 4:00 AM;Apr 5, 2024 5:00 AM;4,237.25;1,762.00;2,296.25;19,653.50;6.00;110.50;-;5,140.00;1,618.75;5,127.50;142.75;1,888.00
Apr 5, 2024 5:00 AM;Apr 5, 2024 6:00 AM;4,360.25;1,825.00;2,951.75;18,982.50;6.25;109.00;-;5,594.00;1,626.00;5,940.75;614.00;1,912.50
Apr 5, 2024 6:00 AM;Apr 5, 2024 7:00 AM;4,612.50;2,009.25;3,119.75;18,898.00;55.25;108.50;-;5,751.50;1,875.50;6,375.75;3,596.50;1,921.50
Apr 5, 2024 7:00 AM;Apr 5, 2024 8:00 AM;4,746.25;2,080.25;3,477.25;17,804.50;1,785.00;110.75;-;5,728.75;1,944.25;6,415.00;5,495.00;1,874.75
Apr 5, 2024 8:00 AM;Apr 5, 2024 9:00 AM;4,750.00;1,977.25;4,042.25;16,143.50;6,631.00;108.25;-;5,637.00;2,003.75;6,531.25;4,343.75;1,888.25
Apr 5, 2024 9:00 AM;Apr 5, 2024 10:00 AM;4,619.25;1,881.00;4,943.25;14,737.75;14,011.25;106.75;-;5,184.25;1,433.25;6,131.75;2,049.25;1,885.25
Apr 5, 2024 10:00 AM;Apr 5, 2024 11:00 AM;4,436.75;1,979.50;4,951.50;15,255.50;22,149.75;105.75;-;4,665.75;1,268.50;5,164.00;1,523.25;1,885.75
Apr 5, 2024 11:00 AM;Apr 5, 2024 12:00 PM;4,273.75;2,020.75;5,274.00;17,583.00;27,592.75;105.75;-;3,646.50;1,264.50;4,283.25;804.00;1,818.75
Apr 5, 2024 12:00 PM;Apr 5, 2024 1:00 PM;4,205.50;1,931.25;5,951.25;19,645.75;29,669.25;105.75;-;3,018.75;1,435.25;3,350.00;331.75;1,845.25
Apr 5, 2024 1:00 PM;Apr 5, 2024 2:00 PM;4,110.75;1,902.75;5,999.75;23,307.75;29,055.00;104.25;-;3,021.50;1,723.75;3,277.75;92.25;1,785.25
Apr 5, 2024 2:00 PM;Apr 5, 2024 3:00 PM;4,068.75;1,890.50;5,431.00;27,937.75;23,989.25;104.25;-;2,899.50;2,193.50;3,173.75;1.50;1,736.75
Apr 5, 2024 3:00 PM;Apr 5, 2024 4:00 PM;4,067.50;1,880.25;5,081.75;32,078.25;17,287.50;103.00;-;2,919.50;2,491.75;3,261.50;82.50;1,754.00
Apr 5, 2024 4:00 PM;Apr 5, 2024 5:00 PM;4,182.25;1,814.25;4,692.25;34,093.25;10,990.50;103.00;-;2,966.50;3,057.50;3,446.50;43.25;1,767.00
Apr 5, 2024 5:00 PM;Apr 5, 2024 6:00 PM;4,376.50;1,800.25;4,572.25;34,564.25;6,856.75;104.75;-;3,509.00;3,445.25;4,120.75;284.75;1,822.50
Apr 5, 2024 6:00 PM;Apr 5, 2024 7:00 PM;4,575.75;1,838.25;3,612.75;34,021.50;3,288.50;104.75;-;3,994.75;3,836.25;4,465.50;1,633.75;1,828.25
Apr 5, 2024 7:00 PM;Apr 5, 2024 8:00 PM;4,697.00;1,904.25;3,265.00;32,662.25;623.50;106.00;-;4,223.00;4,274.75;5,019.75;3,838.00;1,806.50
Apr 5, 2024 8:00 PM;Apr 5, 2024 9:00 PM;4,686.50;1,839.50;3,120.50;31,706.75;11.00;106.50;-;4,284.00;4,408.25;5,080.75;3,401.75;1,817.00
Apr 5, 2024 9:00 PM;Apr 5, 2024 10:00 PM;4,515.75;1,759.75;3,267.75;30,247.00;6.75;106.50;-;4,172.00;4,272.50;5,079.75;2,042.25;1,851.00
Apr 5, 2024 10:00 PM;Apr 5, 2024 11:00 PM;4,442.25;1,779.50;3,438.75;26,951.75;16.75;107.50;-;4,086.75;3,996.25;4,970.75;1,831.50;1,832.50
Apr 5, 2024 11:00 PM;Apr 6, 2024 12:00 AM;4,346.00;1,790.50;3,762.75;24,108.75;9.75;108.00;-;3,906.00;3,805.00;4,889.50;802.75;1,846.25
Apr 6, 2024 12:00 AM;Apr 6, 2024 1:00 AM;4,252.00;1,870.25;4,934.25;21,662.75;6.75;108.75;-;4,028.00;3,006.25;4,419.50;754.50;1,829.75
Apr 6, 2024 1:00 AM;Apr 6, 2024 2:00 AM;4,200.75;1,819.75;5,805.75;20,448.75;6.50;109.00;-;4,155.50;2,438.75;4,543.00;383.00;1,847.00
Apr 6, 2024 2:00 AM;Apr 6, 2024 3:00 AM;4,147.00;1,813.50;6,161.75;19,345.50;6.00;110.00;-;4,035.50;1,983.75;4,320.50;283.25;1,813.25
Apr 6, 2024 3:00 AM;Apr 6, 2024 4:00 AM;4,170.75;1,895.50;5,677.50;17,369.00;6.00;109.50;-;3,951.75;1,986.50;3,898.25;356.50;1,832.75
Apr 6, 2024 4:00 AM;Apr 6, 2024 5:00 AM;4,244.50;1,925.50;5,567.00;15,884.50;7.00;109.00;-;3,963.00;2,028.75;3,418.75;504.50;1,810.75
Apr 6, 2024 5:00 AM;Apr 6, 2024 6:00 AM;4,353.25;2,033.75;4,285.25;14,462.25;6.25;109.00;-;4,370.75;1,988.00;3,407.00;1,300.75;1,837.50
Apr 6, 2024 6:00 AM;Apr 6, 2024 7:00 AM;4,526.00;2,039.25;4,269.25;13,818.50;53.25;109.50;-;4,661.00;2,014.50;3,494.25;1,669.50;1,837.50
Apr 6, 2024 7:00 AM;Apr 6, 2024 8:00 AM;4,603.50;1,856.25;4,280.75;13,231.00;2,477.50;110.00;-;4,070.25;2,028.75;3,478.50;1,504.25;1,840.00
Apr 6, 2024 8:00 AM;Apr 6, 2024 9:00 AM;4,553.00;1,809.00;3,652.00;12,445.75;10,027.75;108.75;-;3,177.75;2,054.25;3,373.25;1,015.00;1,782.00
Apr 6, 2024 9:00 AM;Apr 6, 2024 10:00 AM;4,425.25;1,843.75;3,409.50;8,978.00;20,908.50;106.00;-;2,685.50;2,037.25;3,214.25;385.75;1,797.75
Apr 6, 2024 10:00 AM;Apr 6, 2024 11:00 AM;4,269.75;1,841.75;4,371.50;6,137.25;29,955.75;103.75;-;2,763.25;2,008.50;2,937.50;264.00;1,802.25
Apr 6, 2024 11:00 AM;Apr 6, 2024 12:00 PM;4,180.75;1,752.50;3,496.50;5,743.00;35,700.00;104.25;-;2,773.25;1,993.25;2,874.50;30.75;1,819.50
Apr 6, 2024 12:00 PM;Apr 6, 2024 1:00 PM;4,055.00;1,713.25;2,122.50;6,221.75;38,234.25;103.75;-;2,752.50;1,967.50;2,807.00;101.50;1,813.75
Apr 6, 2024 1:00 PM;Apr 6, 2024 2:00 PM;4,000.25;1,568.00;1,510.25;6,083.50;37,088.50;102.00;-;2,745.25;1,684.00;2,745.75;91.75;1,742.75
Apr 6, 2024 2:00 PM;Apr 6, 2024 3:00 PM;3,981.00;1,590.50;2,256.50;7,413.00;35,697.00;98.50;-;2,733.50;1,648.75;2,795.00;62.25;1,773.75
Apr 6, 2024 3:00 PM;Apr 6, 2024 4:00 PM;4,005.75;1,635.25;2,500.50;10,214.50;31,812.50;96.00;-;2,752.25;1,675.75;2,967.25;194.25;1,859.50
Apr 6, 2024 4:00 PM;Apr 6, 2024 5:00 PM;4,106.00;1,727.75;3,247.50;14,041.25;25,365.75;95.50;-;2,746.50;1,707.50;3,026.00;222.50;1,895.25
Apr 6, 2024 5:00 PM;Apr 6, 2024 6:00 PM;4,308.75;1,848.00;5,423.75;15,167.25;15,886.25;93.50;-;2,764.00;1,798.00;3,176.50;997.75;1,924.25
Apr 6, 2024 6:00 PM;Apr 6, 2024 7:00 PM;4,614.00;1,817.00;5,830.50;16,281.50;6,316.75;94.25;-;3,273.00;1,923.75;3,430.75;4,087.75;1,898.75
Apr 6, 2024 7:00 PM;Apr 6, 2024 8:00 PM;4,696.75;1,839.25;5,716.75;18,786.25;1,020.75;96.50;-;4,238.50;2,071.75;3,576.25;5,804.00;1,855.25
Apr 6, 2024 8:00 PM;Apr 6, 2024 9:00 PM;4,661.50;1,864.00;5,613.75;20,750.00;14.25;100.50;-;4,098.75;1,977.75;3,656.00;5,899.50;1,891.75
